,name,type,what,date
1423,e trafic est interrompu entre Aulnay et Mitry-Claye. Reprise estimée à 13:30. (train en panne),unscheduled,public_transport.incident.breakdown,2018-03-09
1424,e trafic est perturbé entre Aulnay et Mitry-Claye (train en panne),unscheduled,public_transport.incident.breakdown,2018-03-09
1425,e trafic est perturbé entre Aulnay et Mitry-Claye (train en panne),unscheduled,public_transport.incident.breakdown,2018-03-09
1426,e trafic est perturbé sur la ligne (dégagement de fumée),unscheduled,public_transport.incident.smoke,2018-03-11
1427,e trafic est perturbé sur la ligne (dégagement de fumée),unscheduled,public_transport.incident.smoke,2018-03-11
1428,e trafic est perturbé de St-Remy / Robinson vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-03-12
1429,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-03-12
1430,a rame stationne à Cite Universitaire en dir. de St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-03-13
1431,e trafic est perturbé de Plaine stade de F. vers St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-03-14
1432,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-03-14
1433,'arrêt n'est pas marqué à St-Michel N.-D. en dir. de St-Remy / Robinson (incident technique),unscheduled,public_transport.incident.smoke,2018-03-19
1434,'arrêt n'est pas marqué à St-Michel N.-D. en dir. de St-Remy / Robinson. Reprise estimée à 09:00. (incident technique),unscheduled,public_transport.incident.smoke,2018-03-19
1435,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2018-03-21
1436,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2018-03-21
1437,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2018-03-21
1438,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-03-22
1439,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-03-22
1440,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-03-22
1441,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-03-22
1442,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (incident voyageur),unscheduled,public_transport.incident.passenger,2018-03-23
1443,a rame stationne à Lozere en dir. de Saint-Remy-les-Chevreuse (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-03-23
1444,a rame stationne à Lozere en dir. de Saint-Remy-les-Chevreuse (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-03-23
1445,e trafic est perturbé de St-Michel N.-D. vers Aeroport CdG 2 / Mitry - Claye (acte de malveillance),unscheduled,public_transport.incident,2018-03-27
1446,a rame stationne à Parc de Sceaux en dir. de Aeroport Charles de Gaulle 2 TGV (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-03-28
1447,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-03-28
1448,e trafic est perturbé sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-03-31
1449,e trafic est perturbé sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-03-31
1450,e trafic est perturbé sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-03-31
1451,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-03
1452,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-03
1453,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-04
1454,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-04
1455,a rame stationne à Bourg-la-Reine en dir. de St-Remy / Robinson (train en panne),unscheduled,public_transport.incident.breakdown,2018-04-06
1456,a rame stationne à Bourg-la-Reine en dir. de St-Remy / Robinson (train en panne),unscheduled,public_transport.incident.breakdown,2018-04-06
1457,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-04-06
1458,a rame stationne à Denfert en dir. de Aeroport Charles de Gaulle 2 TGV (incident voyageur),unscheduled,public_transport.incident.passenger,2018-04-07
1459,e trafic est perturbé sur la ligne (incident voyageur),unscheduled,public_transport.incident.passenger,2018-04-07
1460,e trafic est très fortement perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-08
1461,e trafic est très fortement perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-08
1462,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-09
1463,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-04-10
1464,e trafic est perturbé de Cite Universitaire vers Aeroport CdG 2 / Mitry - Claye (train en panne),unscheduled,public_transport.incident.breakdown,2018-04-12
1465,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-13
1466,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-13
1467,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-14
1468,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-18
1469,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-18
1470,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-18
1471,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-19
1472,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-19
1473,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-19
1474,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-19
1475,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-19
1476,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-04-19
1477,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1478,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1479,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1480,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1481,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1482,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1483,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1484,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1485,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-23
1486,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1487,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1488,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1489,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1490,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1491,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1492,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1493,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1494,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1495,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1496,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1497,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1498,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1499,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1500,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1501,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1502,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1503,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1504,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1505,e trafic est perturbé entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1506,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1507,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1508,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1509,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1510,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-24
1511,e trafic est perturbé entre Plaine stade de F. et Aeroport CdG 2 / Mitry - Claye (train en panne),unscheduled,public_transport.incident.breakdown,2018-04-27
1512,e trafic est perturbé entre Plaine stade de F. et Aeroport CdG 2 / Mitry - Claye (train en panne),unscheduled,public_transport.incident.breakdown,2018-04-27
1513,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-04-27
1514,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-28
1515,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-29
1516,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-04-29
1517,e trafic est perturbé entre Gare du Nord et St-Remy / Robinson (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-03
1518,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-04
1519,e trafic est perturbé de Le Bourget vers St-Remy / Robinson (train en panne),unscheduled,public_transport.incident.breakdown,2018-05-05
1520,e trafic est perturbé de Gare du Nord vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-05-07
1521,e trafic est perturbé de Gare du Nord vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-05-07
1522,e trafic est perturbé entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-08
1523,e trafic est perturbé entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-08
1524,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-09
1525,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-05-13
1526,e trafic est perturbé sur la ligne (mouvement social),unscheduled,public_transport.incident.strike,2018-05-14
1527,a rame stationne à Aulnay en dir. de St-Remy / Robinson (Personnes sur les voies),unscheduled,public_transport.incident,2018-05-15
1528,a rame stationne à Aulnay en dir. de St-Remy / Robinson (Personnes sur les voies),unscheduled,public_transport.incident,2018-05-15
1529,a rame stationne à Aulnay en dir. de St-Remy / Robinson (Personnes sur les voies),unscheduled,public_transport.incident,2018-05-15
1530,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-05-16
1531,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-18
1532,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-18
1533,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-18
1534,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-19
1535,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-19
1536,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-05-20
1537,e trafic est perturbé de Bourg-la-Reine vers Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2018-05-30
1538,e trafic est perturbé de Gare du Nord vers Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2018-05-30
1539,e trafic est interrompu entre Bourg-la-Reine et Robinson. Reprise estimée à 13:45. (incident voyageur),unscheduled,public_transport.incident.passenger,2018-05-30
1540,e trafic reprend progressivement entre Bourg-la-Reine et Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2018-05-30
1541,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Parc des Expo. Reprise estimée à 11:00. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-05-31
1542,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Parc des Expo. Reprise estimée à 16:00. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-05-31
1543,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-05-31
1544,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-05-31
1545,a rame stationne à Laplace en dir. de Aeroport CdG 2 / Mitry - Claye (accident grave de personne),unscheduled,public_transport.incident,2018-06-02
1546,a rame stationne à Laplace en dir. de Aeroport CdG 2 / Mitry - Claye (accident grave de personne),unscheduled,public_transport.incident,2018-06-02
1547,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-02
1548,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-02
1549,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-02
1550,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-02
1551,a rame stationne à Port-Royal en dir. de Aeroport CdG 2 / Mitry - Claye (bagage oublié),unscheduled,public_transport.incident,2018-06-02
1552,a rame stationne à Port-Royal en dir. de Aeroport CdG 2 / Mitry - Claye (bagage oublié),unscheduled,public_transport.incident,2018-06-02
1553,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-02
1554,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-03
1555,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-06-05
1556,e trafic est perturbé de Gare du Nord vers Aeroport CdG 2 / Mitry - Claye (train en panne),unscheduled,public_transport.incident.breakdown,2018-06-05
1557,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-07
1558,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-07
1559,e trafic est perturbé sur la ligne (incident voyageur),unscheduled,public_transport.incident.passenger,2018-06-07
1560,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-06-07
1561,e trafic est perturbé sur la ligne (incident voyageur),unscheduled,public_transport.incident.passenger,2018-06-07
1562,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-07
1563,e trafic est perturbé sur la ligne (incident d'exploitation),unscheduled,public_transport.incident,2018-06-07
1564,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-07
1565,e trafic est perturbé sur la ligne (incident d'exploitation),unscheduled,public_transport.incident,2018-06-07
1566,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-07
1567,e trafic est perturbé sur la ligne (incident d'exploitation),unscheduled,public_transport.incident,2018-06-07
1568,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-07
1569,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-08
1570,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-08
1571,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-08
1572,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-08
1573,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-08
1574,a rame stationne à Gare du Nord en dir. de St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2018-06-08
1575,a rame stationne à Gare du Nord en dir. de St-Remy / Robinson (incident technique),unscheduled,public_transport.incident.smoke,2018-06-08
1576,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-08
1577,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (incident technique),unscheduled,public_transport.incident.smoke,2018-06-08
1578,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-08
1579,e trafic est interrompu entre Massy-Pal. et Saint-Remy-les-Chevreuse. Reprise estimée à 23:55. (intervention des équipes techniques),unscheduled,public_transport.incident,2018-06-10
1580,e trafic reprend progressivement entre Massy-Pal. et Saint-Remy-les-Chevreuse (intervention des équipes techniques),unscheduled,public_transport.incident,2018-06-10
1581,e trafic est perturbé entre Massy-Pal. et Saint-Remy-les-Chevreuse (intervention des équipes techniques),unscheduled,public_transport.incident,2018-06-11
1582,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Aulnay. Reprise estimée à 18:00. (incident technique),unscheduled,public_transport.incident.smoke,2018-06-13
1583,e trafic est interrompu entre Mitry-Claye et Aulnay. Reprise estimée à 13:30. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-06-14
1584,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-18
1585,e trafic est perturbé sur la ligne (mouvement social SNCF),unscheduled,public_transport.incident.strike,2018-06-18
1586,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1587,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1588,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1589,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1590,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1591,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1592,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1593,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1594,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1595,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1596,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1597,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1598,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1599,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1600,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1601,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1602,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1603,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1604,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-07
1605,e trafic est perturbé de Gare du Nord vers Saint-Remy-les-Chevreuse (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-08
1606,e trafic est perturbé de Gare du Nord vers Saint-Remy-les-Chevreuse (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-08
1607,e trafic est perturbé de Gare du Nord vers Saint-Remy-les-Chevreuse (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-08
1608,e trafic est perturbé de Gare du Nord vers Saint-Remy-les-Chevreuse (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-08
1609,e trafic est perturbé de Gare du Nord vers Saint-Remy-les-Chevreuse (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-08
1610,e trafic est perturbé de Gare du Nord vers Saint-Remy-les-Chevreuse (train en panne),unscheduled,public_transport.incident.breakdown,2018-07-08
1611,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1612,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1613,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1614,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1615,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1616,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1617,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1618,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1619,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1620,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1621,e trafic est perturbé entre St-Michel N.-D. et Aeroport Charles de Gaulle 1 (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-07-09
1622,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1623,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1624,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1625,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1626,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1627,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1628,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1629,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1630,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1631,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1632,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1633,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1634,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1635,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1636,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1637,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1638,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1639,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1640,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1641,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1642,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 07:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
1643,e trafic reprend progressivement sur la ligne (panne électrique),unscheduled,public_transport.incident.breakdown,2018-07-10
