,name,type,what,date
0,e trafic est perturbé de Luxembourg vers St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-06-20
1,e trafic est perturbé de St-Michel N.-D. vers St-Remy / Robinson (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-06-21
2,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-06-21
3,a rame stationne à Bourg-la-Reine en dir. de St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-06-21
4,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-06-21
5,e trafic est interrompu entre Port Royal et Chatelet-Les Halles (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
6,e trafic est interrompu entre Port Royal et Chatelet-Les Halles. Reprise estimée à 08:00. (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
7,e trafic est interrompu entre Denfert et Chatelet-Les Halles. Reprise estimée à 08:00. (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
8,e trafic est perturbé sur la ligne. Reprise estimée à 08:00. (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
9,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
10,'arrêt n'est pas marqué à Chatelet-Les Halles en dir. de St-Remy / Robinson (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
11,e trafic est interrompu entre Chatelet-Les Halles et Luxembourg (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
12,e trafic est interrompu entre Chatelet-Les Halles et Luxembourg. Reprise estimée à 21:30. (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-22
13,e trafic est interrompu entre Aulnay et Aeroport Charles de Gaulle 2 TGV (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
14,e trafic reprend progressivement (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
15,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
16,e trafic reprend progressivement (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
17,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
18,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
19,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
20,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
21,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
22,a rame stationne à Chatelet-Les Halles en dir. de St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2016-06-23
23,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-06-23
24,e trafic est interrompu entre Fontenay-aux-R. et Robinson (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-24
25,e trafic est perturbé de Le Bourget vers St-Remy / Robinson (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-06-24
26,e trafic est perturbé sur la ligne (incident d'exploitation),unscheduled,public_transport.incident,2016-06-25
27,e trafic est perturbé de Le Guichet vers Aeroport Charles de Gaulle 2 TGV (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-06-27
28,e trafic est perturbé de Le Guichet vers Aeroport CdG 2 / Mitry - Claye (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-06-27
29,e trafic est perturbé de Gentilly vers St-Remy / Robinson (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-06-27
30,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-06-27
31,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (déclenchement d'un signal d'alarme),unscheduled,public_transport.incident.alarm,2016-06-27
32,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (déclenchement d'un signal d'alarme),unscheduled,public_transport.incident.alarm,2016-06-27
33,e trafic est perturbé sur la ligne (déclenchement d'un signal d'alarme),unscheduled,public_transport.incident.alarm,2016-06-27
34,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-06-28
35,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-06-28
36,e trafic est interrompu entre Gare du Nord et Port Royal (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-29
37,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-06-29
38,e trafic est interrompu entre Fontenay-aux-R. et Robinson (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-02
39,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-07-04
40,e trafic est perturbé sur la ligne. Reprise estimée à 21:30. (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-07-04
41,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-07-04
42,e trafic est interrompu entre Aeroport Charles de Gaulle 1 et Aeroport Charles de Gaulle 2 TGV (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-04
43,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-07-04
44,e trafic est interrompu entre Fontenay-aux-R. et Robinson (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-04
45,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-07-04
46,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-07-04
47,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-07-05
48,e trafic est perturbé entre Plaine stade de F. et Courneuve-Aub. (incident technique),unscheduled,public_transport.incident.smoke,2016-07-05
49,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-07-05
50,e trafic est interrompu entre Chatelet-Les Halles et Gare du Nord (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-07-05
51,e trafic est perturbé entre Plaine stade de F. et Courneuve-Aub. (incident technique),unscheduled,public_transport.incident.smoke,2016-07-05
52,e trafic est interrompu entre Chatelet-Les Halles et Gare du Nord (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-07-05
53,e trafic reprend progressivement entre Chatelet-Les Halles et Gare du Nord (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-07-05
54,e trafic est ralenti sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-07-05
55,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-07-05
56,e trafic est perturbé sur la ligne (incident d'exploitation),unscheduled,public_transport.incident,2016-07-06
57,e trafic est interrompu entre Aulnay et Mitry-Claye (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-06
58,e trafic est interrompu entre Aulnay et Mitry-Claye navette de remplacement à dispo. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-06
59,'arrêt n'est pas marqué à Sevran Livry (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-06
60,'arrêt n'est pas marqué à Sevran Livry (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-06
61,e trafic est perturbé de Aeroport CdG 2 / Mitry - Claye vers St-Remy / Robinson (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-06
62,e trafic est interrompu entre Gare du Nord et St-Michel N.-D. (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-06
63,e trafic est perturbé entre Gare du Nord et St-Michel N.-D. (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-06
64,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-06
65,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-13
66,e trafic est interrompu entre Chatelet-Les Halles et Plaine stade de F. (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-14
67,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-14
68,a rame stationne à Bourg-la-Reine en dir. de Robinson (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-16
69,e trafic est interrompu entre Bagneux et Robinson (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-16
70,e trafic est interrompu entre Bourg-la-Reine et Robinson (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-16
71,e trafic est interrompu entre Bourg-la-Reine et Robinson. Reprise estimée à 13:00. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-16
72,e trafic reprend progressivement entre Bourg-la-Reine et Robinson (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-16
73,e trafic est perturbé sur la ligne (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-07-16
74,e trafic est ralenti de Gare du Nord vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-07-18
75,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-18
76,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-07-19
77,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye (incident technique),unscheduled,public_transport.incident.smoke,2016-07-19
78,e trafic est interrompu entre Chatelet-Les Halles et Le Bourget (incident technique),unscheduled,public_transport.incident.smoke,2016-07-19
79,e trafic est interrompu entre Chatelet-Les Halles et Le Bourget (incident technique),unscheduled,public_transport.incident.smoke,2016-07-19
80,e trafic est interrompu entre Chatelet-Les Halles et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2016-07-20
81,e trafic est perturbé sur la ligne (acte de malveillance),unscheduled,public_transport.incident,2016-07-20
82,'arrêt n'est pas marqué à Denfert (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-21
83,'arrêt n'est pas marqué à Aeroport Charles de Gaulle 1 (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
84,'arrêt n'est pas marqué à Chatelet-Les Halles en dir. de Aeroport CdG 2 / Mitry - Claye (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
85,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
86,e trafic est interrompu entre Port Royal et Cite Universitaire (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
87,e trafic reprend progressivement entre Port Royal et Cite Universitaire (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
88,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
89,e trafic est interrompu entre Laplace et Luxembourg (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
90,e trafic est interrompu entre Laplace et Luxembourg (divers incidents),unscheduled,public_transport.incident,2016-07-22
91,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
92,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
93,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
94,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
95,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
96,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
97,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
98,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
99,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
100,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
101,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
102,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
103,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
104,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
105,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
106,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
107,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
108,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
109,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
110,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
111,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
112,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
113,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
114,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
115,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
116,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
117,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
118,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
119,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
120,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
121,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
122,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
123,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
124,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-22
125,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-22
126,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
127,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
128,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
129,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
130,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
131,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
132,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
133,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
134,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
135,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
136,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
137,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
138,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
139,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
140,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
141,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
142,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
143,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
144,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
145,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
146,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
147,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
148,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
149,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
150,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2016-07-23
151,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-23
152,'arrêt n'est pas marqué à Chatelet-Les Halles en dir. de Aeroport CdG 2 / Mitry - Claye (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-26
153,e trafic est perturbé sur la ligne (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-07-27
154,e trafic est interrompu entre Parc des Expo. et Aeroport Charles de Gaulle 2 TGV (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-07-30
155,e trafic est interrompu entre Chatelet-Les Halles et Port Royal. Reprise estimée à 22:45. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-01
156,e trafic est perturbé de St-Remy / Robinson vers Aeroport CdG 2 / Mitry - Claye (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-01
157,e trafic est perturbé de St-Remy / Robinson vers Aeroport Charles de Gaulle 2 TGV (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-03
158,e trafic est perturbé de St-Remy / Robinson vers Aeroport Charles de Gaulle 2 TGV (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-03
159,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Aulnay (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-03
160,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Aulnay. Reprise estimée à 12:00. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-03
161,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-03
162,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-03
163,e trafic est perturbé entre Aulnay et Aeroport Charles de Gaulle 2 TGV (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-03
164,e trafic est interrompu entre Aulnay et Gare du Nord. Reprise estimée à 22:35. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-10
165,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Aulnay. Reprise estimée à 22:30. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-10
166,'arrêt n'est pas marqué à Aulnay en dir. de Aeroport Charles de Gaulle 2 TGV (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-10
167,e trafic est interrompu entre Massy-Pal. et Palaiseau Vil. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-11
168,e trafic est interrompu entre Massy-Pal. et Palaiseau Vil. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-11
169,e trafic est interrompu entre Massy-Pal. et Palaiseau Vil. Reprise estimée à 08:40. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-11
170,e trafic est interrompu entre Massy-Pal. et Palaiseau Vil. Reprise estimée à 09:10. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-11
171,e trafic est perturbé sur la ligne. Reprise estimée à 09:10. (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-11
172,e trafic est perturbé sur la ligne (accident grave de voyageur),unscheduled,public_transport.accident.suicide,2016-08-11
173,e trafic est ralenti entre Gare du Nord et Bourg-la-Reine (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-08-11
174,e trafic est interrompu entre Denfert et Bourg-la-Reine (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-08-13
175,e trafic est interrompu entre Denfert et Bourg-la-Reine (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-08-13
176,e trafic est ralenti sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-08-13
177,e trafic est interrompu entre Gare du Nord et Chatelet-Les Halles (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-13
178,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-13
179,'arrêt n'est pas marqué à Luxembourg en dir. de Aeroport CdG 2 / Mitry - Claye (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-08-14
180,e trafic est ralenti de Chatelet-Les Halles vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-16
181,e trafic est perturbé de Chatelet-Les Halles vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-16
182,e trafic est interrompu entre Courneuve-Aub. et Aeroport CdG 2 / Mitry - Claye (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-17
183,e trafic est interrompu entre Courneuve-Aub. et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 12:30. (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-17
184,e trafic est interrompu entre Le Bourget et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 12:30. (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-17
185,e trafic est interrompu entre Gare du Nord et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 12:30. (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-17
186,e trafic est interrompu entre Le Bourget et Aeroport CdG 2 / Mitry - Claye. Reprise estimée à 12:30. (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-17
187,e trafic reprend progressivement entre Le Bourget et Aeroport CdG 2 / Mitry - Claye (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-17
188,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2016-08-17
189,e trafic est interrompu entre Aeroport Charles de Gaulle 1 et Aeroport Charles de Gaulle 2 TGV (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-08-19
190,e trafic est interrompu entre Aeroport Charles de Gaulle 1 et Aeroport Charles de Gaulle 2 TGV (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-08-19
191,e trafic est interrompu entre Aeroport Charles de Gaulle 1 et Aeroport Charles de Gaulle 2 TGV (colis suspect),unscheduled,public_transport.incident.unattended_luggage,2016-08-19
192,e trafic est interrompu sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-08-22
193,e trafic est interrompu entre Chatelet-Les Halles et Luxembourg (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-08-22
194,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-08-22
195,e trafic est perturbé de Denfert vers St-Remy / Robinson (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-08-22
196,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2016-08-22
197,a rame stationne à Antony en dir. de Aeroport CdG 2 / Mitry - Claye (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-08-24
198,a rame stationne à Antony en dir. de Saint-Remy-les-Chevreuse (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-08-24
199,e trafic est perturbé de Antony vers Saint-Remy-les-Chevreuse (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-08-24
200,e trafic est perturbé sur la ligne (panne de matériel),unscheduled,public_transport.incident.breakdown,2016-08-24
201,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-08-25
202,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-08-25
203,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-08-25
204,e trafic est interrompu entre Massy-Pal. et Lozere (dégagement de fumée),unscheduled,public_transport.incident.smoke,2016-08-25
205,e trafic est interrompu entre Massy-Pal. et Lozere (dégagement de fumée),unscheduled,public_transport.incident.smoke,2016-08-25
206,e trafic est perturbé sur la ligne (dégagement de fumée),unscheduled,public_transport.incident.smoke,2016-08-25
207,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-08-25
208,e trafic est perturbé de Mitry-Claye vers St-Remy / Robinson (incident technique),unscheduled,public_transport.incident.smoke,2016-08-26
209,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-08-26
210,e trafic est interrompu entre Aulnay et Mitry-Claye (incident technique),unscheduled,public_transport.incident.smoke,2016-08-26
211,e trafic est interrompu entre Aulnay et Mitry-Claye (incident technique),unscheduled,public_transport.incident.smoke,2016-08-26
212,e trafic reprend progressivement entre Aulnay et Mitry-Claye (incident technique),unscheduled,public_transport.incident.smoke,2016-08-26
213,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-08-26
214,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-08-26
215,e trafic est interrompu entre Aulnay et Mitry-Claye. Reprise estimée à 21:30. (acte de malveillance),unscheduled,public_transport.incident,2016-08-26
216,e trafic reprend progressivement entre Aulnay et Mitry-Claye (acte de malveillance),unscheduled,public_transport.incident,2016-08-26
217,e trafic est perturbé de Aeroport CdG 2 / Mitry - Claye vers St-Remy / Robinson (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-30
218,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-30
219,'arrêt n'est pas marqué à Aeroport Charles de Gaulle 1 (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-08-30
220,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-30
221,e trafic est perturbé sur la ligne (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-08-30
222,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2016-09-06
223,e trafic est perturbé de Gare du Nord vers Aeroport CdG 2 / Mitry - Claye (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-09-06
224,e trafic est perturbé sur la ligne (mesure de sécurité),unscheduled,public_transport.incident.safety,2016-09-06
225,e trafic est ralenti de Saint-Remy-les-Chevreuse vers Aeroport CdG 2 / Mitry - Claye (panne de signalisation),unscheduled,public_transport.incident.breakdown,2016-09-07
226,e trafic est interrompu entre Gare du Nord et Luxembourg. Reprise estimée à 16:30. (dégagement de fumée),unscheduled,public_transport.incident.smoke,2016-09-09
227,e trafic est perturbé sur la ligne (dégagement de fumée),unscheduled,public_transport.incident.smoke,2016-09-09
228,a rame stationne à Chatelet-Les Halles en dir. de St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2016-09-09
229,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2016-09-09
230,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (incident voyageur),unscheduled,public_transport.incident.passenger,2016-09-09
231,e trafic est interrompu entre St-Remy / Robinson et Orsay-Ville. Reprise estimée à 14:00. Navette de remplacement à dispo. (incident d'exploitation),unscheduled,public_transport.incident,2016-09-12
