stop_name,nb_metro,nb_rer,line,Name
PARC ANDRE MALRAUX,0,0,,parcandremalraux
HOPITAL BECLERE,0,0,,hopitalbeclere
GEORGES MILLANDY,0,0,,georgesmillandy
L'ONDE,0,0,,londe
LES FAUVELLES,0,0,,lesfauvelles
JACQUELINE AURIOL,0,0,,jacquelineauriol
VICTOR BASCH,0,0,,victorbasch
MARYSE BASTIE,0,0,,marysebastie
CANAL SAINT-DENIS,0,0,,canalsaintdenis
SAINT-CYR,0,1,,saintcyr
VERSAILLES-CHANTIERS,0,1,,versailleschantiers
GENNEVILLIERS,0,1,,gennevilliers
SAINT-DENIS,0,1,,saintdenis
ROSA PARKS,0,1,,rosaparks
PORTE DE MONTREUIL,1,0,9,portedemontreuil
NATION,4,1,9,nation
NATION,4,1,2,nation
NATION,4,1,1,nation
NATION,4,1,6,nation
NATION,4,1,A,nation
PORTE DE VINCENNES,1,0,1,portedevincennes
POTERNE DES PEUPLIERS,0,0,,poternedespeupliers
PORTE D'IVRY,1,0,7,portedivry
PORTE DE CHARENTON,1,0,8,portedecharenton
CONFLANS-FIN-D'OISE,0,1,A,conflansfindoise
FRANCONVILLE-LE-PLESSIS-BOUCHARD,0,1,,franconvilleleplessisbouchard
PIERRELAYE,0,1,,pierrelaye
CERGY LE HAUT,0,1,A,cergylehaut
GARGES-SARCELLES,0,1,,gargessarcelles
AEROPORT CHARLES DE GAULLE 2-TGV,0,1,,aeroportcharlesdegaulle2tgv
AULNAY-SOUS-BOIS,0,1,B,aulnaysousbois
DOURDAN-LA-FORET,0,1,,dourdanlaforet
Angélique Compoint - Porte de Montmartre,0,0,,angeliquecompointportedemontmartre
CHAMPS-ELYSEES-CLEMENCEAU,2,0,,champselyseesclemenceau
PONT DE NEUILLY (AVENUE DE MADRID),1,0,,pontdeneuillyavenuedemadrid
AVRON,1,0,2,avron
JEAN ROSTAND,0,0,,jeanrostand
LA FERME,0,0,,laferme
LES COTEAUX,0,0,,lescoteaux
LES PAVILLONS-SOUS-BOIS,0,0,,lespavillonssousbois
MEUDON-SUR-SEINE,0,0,,meudonsurseine
JEAN MOULIN,0,0,,jeanmoulin
ROME,1,0,2,rome
COURCELLES,1,0,2,courcelles
BOURSE,1,0,3,bourse
PONT DE LEVALLOIS-BECON,1,0,,pontdelevalloisbecon
SIMPLON,1,0,4,simplon
BARBES-ROCHECHOUART,2,0,,barbesrochechouart
ETIENNE-MARCEL,1,0,4,etiennemarcel
ODEON,2,0,,odeon
SAINT-GERMAIN-DES-PRES,1,0,,saintgermaindespres
EGLISE DE PANTIN,1,0,5,eglisedepantin
LAUMIERE,1,0,,laumiere
PARC PR,0,0,,parcpr
AUGUSTE DELAUNE,0,0,,augustedelaune
GEORGES BRASSENS,0,0,,georgesbrassens
GASTON ROULAUD,0,0,,gastonroulaud
RANELAGH,1,0,9,ranelagh
TROCADERO,2,0,,trocadero
IENA,1,0,,iena
ROBESPIERRE,1,0,9,robespierre
BOULOGNE-PONT DE SAINT CLOUD,1,0,10,boulognepontdesaintcloud
PORTE D'AUTEUIL,1,0,10,portedauteuil
MICHEL-ANGE-MOLITOR,2,0,9,michelangemolitor
MICHEL-ANGE-MOLITOR,2,0,10,michelangemolitor
SEGUR,1,0,,segur
PYRENEES,1,0,,pyrenees
VOLONTAIRES,1,0,12,volontaires
NOTRE-DAME-DES-CHAMPS,1,0,12,notredamedeschamps
RENNES,1,0,12,rennes
SOLFERINO,1,0,,solferino
ASSEMBLEE NATIONALE,1,0,,assembleenationale
ABBESSES,1,0,12,abbesses
MARX DORMOY,1,0,12,marxdormoy
COUR SAINT-EMILION,1,0,14,coursaintemilion
GAITE,1,0,,gaite
LA FOURCHE,1,0,13,lafourche
MAIRIE DE SAINT-OUEN,1,0,13,mairiedesaintouen
PRE SAINT-GERVAIS,1,0,,presaintgervais
DANUBE,1,0,7b,danube
BOLIVAR,1,0,7b,bolivar
NOISIEL,0,1,A,noisiel
OZOIR-LA-FERRIERE,0,1,,ozoirlaferriere
LA FERTE-SOUS-JOUARRE,0,0,,lafertesousjouarre
MONTRY-CONDE,0,0,,montryconde
MARLES-EN-BRIE,0,0,,marlesenbrie
MORTCERF,0,0,,mortcerf
FAREMOUTIERS-POMMEUSE,0,0,,faremoutierspommeuse
MOUROUX,0,0,,mouroux
BEL-AIR,1,0,6,belair
EDGAR QUINET,1,0,6,edgarquinet
SEVRES-LECOURBE,1,0,,sevreslecourbe
KLEBER,1,0,,kleber
PONT-MARIE (CITE DES ARTS),1,0,,pontmariecitedesarts
PIERRE CURIE,1,0,,pierrecurie
VILLEJUIF-PAUL VAILLANT-COUTURIER,1,0,,villejuifpaulvaillantcouturier
BOUCICAUT,1,0,8,boucicaut
FELIX FAURE,1,0,,felixfaure
MADELEINE,3,0,14,madeleine
MADELEINE,3,0,8,madeleine
MADELEINE,3,0,12,madeleine
SAINT-SEBASTIEN FROISSART,1,0,,saintsebastienfroissart
LEDRU-ROLLIN,1,0,8,ledrurollin
CRETEIL-UNIVERSITE,1,0,,creteiluniversite
MARCEL SEMBAT,1,0,9,marcelsembat
MONNERVILLE,0,0,,monnerville
ARPAJON,0,1,,arpajon
EGLY,0,1,,egly
BREUILLET-BRUYERES-LE-CHATEL,0,1,,breuilletbruyereslechatel
LE BRAS-DE-FER,0,1,,lebrasdefer
VILLABE,0,1,,villabe
LE PLESSIS-CHENET,0,1,,leplessischenet
ORSAY-VILLE,0,1,B,orsayville
LES-ESSARTS-LE-ROI,0,0,,lesessartsleroi
RAMBOUILLET,0,0,,rambouillet
ORGERUS-BEHOUST,0,0,,orgerusbehoust
SANNOIS,0,0,,sannois
CORMEILLES-EN-PARISIS,0,0,,cormeillesenparisis
PONT-PETIT,0,0,,pontpetit
TAVERNY,0,0,,taverny
ERAGNY-NEUVILLE,0,0,,eragnyneuville
SOUPPES,0,0,,souppes
PETIT-JOUY-LES-LOGES,0,1,,petitjouylesloges
MAULE,0,0,,maule
NANGIS,0,0,,nangis
LIEUSAINT-MOISSY,0,1,,lieusaintmoissy
LE MEE,0,1,,lemee
FONTAINE-LE-PORT,0,0,,fontaineleport
VULAINES-SUR-SEINE-SAMOREAU,0,0,,vulainessurseinesamoreau
THOMERY,0,0,,thomery
VERNOU-SUR-SEINE,0,0,,vernousurseine
MONTREUIL,0,0,,montreuil
ATHIS-MONS,0,1,,athismons
GRAND-BOURG,0,1,,grandbourg
EPINAY-SUR-ORGE,0,1,,epinaysurorge
CHILLY-MAZARIN,0,1,,chillymazarin
LONGJUMEAU,0,1,,longjumeau
GRIGNY-CENTRE,0,1,,grignycentre
PALAISEAU,0,1,B,palaiseau
LE GUICHET,0,1,B,leguichet
VIGNEUX-SUR-SEINE,0,1,,vigneuxsurseine
COURCELLE-SUR-YVETTE,0,1,B,courcellesuryvette
CHAMPIGNY,0,1,A,champigny
GAGNY,0,1,,gagny
IVRY-SUR-SEINE,0,1,,ivrysurseine
CHOISY-LE-ROI,0,1,,choisyleroi
LE VAL-D'OR,0,0,,levaldor
COLOMBES,0,0,,colombes
LES VALLEES,0,0,,lesvallees
SEVRAN-BEAUDOTTES,0,1,B,sevranbeaudottes
VILLEPINTE,0,1,B,villepinte
SEVRAN-LIVRY,0,1,B,sevranlivry
LE CHENAY-GAGNY,0,1,,lechenaygagny
LES YVRIS-NOISY-LE-GRAND,0,1,,lesyvrisnoisylegrand
EPINAY-VILLETANEUSE,0,0,,epinayvilletaneuse
LES GRESILLONS,0,1,,lesgresillons
SAINT-OUEN,0,1,,saintouen
STADE DE FRANCE-SAINT-DENIS,0,1,,stadedefrancesaintdenis
EPINAY-SUR-SEINE,0,1,,epinaysurseine
VAL-D'EUROPE,0,1,A,valdeurope
NOISY-LE-ROI,0,0,,noisyleroi
LES AGNETTES-ASNIERES-GENNEVILLIERS,1,0,,lesagnettesasnieresgennevilliers
SUZANNE LENGLEN,0,0,,suzannelenglen
HENRI FARMANN,0,0,,henrifarmann
CHARTRES,0,0,,chartres
LA VILLETTE-SAINT-PREST,0,0,,lavillettesaintprest
PONT-SUR-YONNE,0,0,,pontsuryonne
ETIGNY-VERON,0,0,,etignyveron
JOIGNY,0,0,,joigny
DOMONT,0,0,,domont
SARCELLES-SAINT-BRICE,0,0,,sarcellessaintbrice
VILLAINES,0,0,,villaines
PRESLES-COURCELLES,0,0,,preslescourcelles
L'ISLE-ADAM-PARMAIN,0,0,,lisleadamparmain
VANVES-MALAKOFF,0,0,,vanvesmalakoff
SEVRES RIVE GAUCHE,0,0,,sevresrivegauche
LUXEMBOURG,0,1,B,luxembourg
MEUDON-VAL-FLEURY,0,1,,meudonvalfleury
BOULAINVILLIERS,0,1,,boulainvilliers
AUBER,0,1,A,auber
BAUDELAIRE,0,0,,baudelaire
BUTTE PINSON,0,0,,buttepinson
JONCHEROLLES,0,0,,joncherolles
MARCHEZAIS BROUE,0,0,,marchezaisbroue
FERRIERES FONTENAY,0,0,,ferrieresfontenay
DORDIVES,0,0,,dordives
TRIE-CHATEAU,0,0,,triechateau
LA VILLETERTRE,0,0,,lavilletertre
CREPY-EN-VALOIS,0,0,,crepyenvalois
CHEZY-SUR-MARNE,0,0,,chezysurmarne
L ILE-SAINT-DENIS,0,0,,lilesaintdenis
MAIRIE DE VILLENEUVE-LA-GARENNE,0,0,,mairiedevilleneuvelagarenne
CESAR,0,0,,cesar
BLUMENTHAL,0,0,,blumenthal
LES MOBILES,0,0,,lesmobiles
ROSE BERTIN,0,0,,rosebertin
EPINAY-ORGEMONT,0,0,,epinayorgemont
DIVISION LECLERC,0,0,,divisionleclerc
SOLEIL LEVANT,0,0,,soleillevant
FAUBOURG DE L ARCHE,0,0,,faubourgdelarche
ADRIENNE BOLLAND,0,0,,adriennebolland
SEVERINE,0,0,,severine
MARIE DE MIRIBEL,0,0,,mariedemiribel
BARON LE ROY,0,0,,baronleroy
HOPITAL ROBERT DEBRE,0,0,,hopitalrobertdebre
ELLA FITZGERALD,0,0,,ellafitzgerald
PORTE D AUBERVILLIERS,0,0,,portedaubervilliers
COLETTE BESSON,0,0,,colettebesson
THEATRE GERARD PHILIPE,0,0,,theatregerardphilipe
BOBIGNY-PABLO PICASSO,1,0,5,bobignypablopicasso
PORTE DE LA CHAPELLE,1,0,12,portedelachapelle
SAINT-LAZARE,4,1,14,saintlazare
SAINT-LAZARE,4,1,12,saintlazare
SAINT-LAZARE,4,1,13,saintlazare
SAINT-LAZARE,4,1,3,saintlazare
PORTE DES LILAS,2,0,11,portedeslilas
PORTE DES LILAS,2,0,3b,portedeslilas
PORTE DE BAGNOLET,1,0,3,portedebagnolet
DENFERT-ROCHEREAU,2,1,4,denfertrochereau
DENFERT-ROCHEREAU,2,1,B,denfertrochereau
DENFERT-ROCHEREAU,2,1,6,denfertrochereau
ISSY-VAL DE SEINE,0,1,,issyvaldeseine
CITE UNIVERSITAIRE,0,1,,citeuniversitaire
CHATILLON-MONTROUGE,1,0,,chatillonmontrouge
PUTEAUX,0,0,,puteaux
PORTE MAILLOT,1,1,1,portemaillot
POISSY,0,1,A,poissy
CERNAY,0,1,,cernay
PONTOISE,0,1,,pontoise
CHATEAU DE VINCENNES,1,0,,chateaudevincennes
TUILERIES,1,0,1,tuileries
ALEXANDRE DUMAS,1,0,2,alexandredumas
PHILIPPE AUGUSTE,1,0,2,philippeauguste
ANVERS,1,0,2,anvers
L'ABBAYE,0,0,,labbaye
PORTE DAUPHINE,1,0,,portedauphine
PERE LACHAISE,2,0,,perelachaise
TEMPLE,1,0,3,temple
ARTS ET METIERS,1,0,,artsetmetiers
SENTIER,1,0,3,sentier
VILLIERS,2,0,3,villiers
VILLIERS,2,0,2,villiers
LOUISE MICHEL,1,0,3,louisemichel
CHATEAU D'EAU,1,0,,chateaudeau
LES HALLES,1,0,4,leshalles
SAINT-PLACIDE,1,0,4,saintplacide
RASPAIL,2,0,4,raspail
RASPAIL,2,0,6,raspail
ALESIA,1,0,,alesia
OURCQ,1,0,5,ourcq
STALINGRAD,3,0,2,stalingrad
STALINGRAD,3,0,5,stalingrad
STALINGRAD,3,0,7,stalingrad
BREGUET-SABIN,1,0,,breguetsabin
PALAIS ROYAL-MUSEE DU LOUVRE,2,0,,palaisroyalmuseedulouvre
MORET-VENEUX-LES-SABLONS,0,0,,moretveneuxlessablons
BELVEDERE,0,0,,belvedere
COSMONAUTES,0,0,,cosmonautes
DESNOUETTES,0,0,,desnouettes
DIDOT,0,0,,didot
GARGAN,0,0,,gargan
HOPITAL AVICENNE,0,0,,hopitalavicenne
LA MUETTE,1,0,9,lamuette
RUE DE LA POMPE (AVENUE GEORGES MANDEL),1,0,9,ruedelapompeavenuegeorgesmandel
SAINT-PHILIPPE-DU-ROULE,1,0,9,saintphilippeduroule
CHAUSSEE D'ANTIN (LA FAYETTE),2,0,,chausseedantinlafayette
CROIX DE CHAVAUX (JACQUES DUCLOS),1,0,9,croixdechavauxjacquesduclos
CHARLES MICHELS,1,0,10,charlesmichels
VANEAU,1,0,10,vaneau
CARDINAL-LEMOINE,1,0,10,cardinallemoine
JUSSIEU,2,0,10,jussieu
JUSSIEU,2,0,7,jussieu
RAMBUTEAU,1,0,11,rambuteau
MAIRIE D'ISSY,1,0,12,mairiedissy
CORENTIN-CELTON,1,0,12,corentincelton
RUE DU BAC,1,0,12,ruedubac
JULES JOFFRIN,1,0,12,julesjoffrin
PERNETY,1,0,13,pernety
SAINT-FRANCOIS-XAVIER,1,0,,saintfrancoisxavier
MIROMESNIL,2,0,9,miromesnil
MIROMESNIL,2,0,13,miromesnil
LIEGE,1,0,,liege
PLACE DE CLICHY,2,0,13,placedeclichy
PLACE DE CLICHY,2,0,2,placedeclichy
PELLEPORT,1,0,3b,pelleport
BOTZARIS,1,0,7b,botzaris
TORCY,0,1,A,torcy
MEAUX,0,0,,meaux
TRILPORT,0,0,,trilport
COMPANS,0,0,,compans
CAMPO-FORMIO,1,0,5,campoformio
PICPUS,1,0,6,picpus
DAUMESNIL,2,0,,daumesnil
CHEVALERET,1,0,6,chevaleret
BOISSIERE,1,0,,boissiere
AUBERVILLIERS-PANTIN (QUATRE CHEMINS),1,0,,aubervillierspantinquatrechemins
RIQUET,1,0,7,riquet
LOUIS BLANC,2,0,7b,louisblanc
LOUIS BLANC,2,0,7,louisblanc
CHATEAU-LANDON,1,0,,chateaulandon
LOURMEL,1,0,8,lourmel
COMMERCE,1,0,8,commerce
OPERA,3,0,,opera
CHARENTON-ECOLES,1,0,8,charentonecoles
ECOLE VETERINAIRE DE MAISONS-ALFORT,1,0,,ecoleveterinairedemaisonsalfort
MAISONS-ALFORT-STADE,1,0,8,maisonsalfortstade
CRETEIL-PREFECTURE (HOTEL DE VILLE),1,0,,creteilprefecturehoteldeville
PORTE DE SAINT-CLOUD,1,0,9,portedesaintcloud
ANGERVILLE,0,0,,angerville
CORBEIL-ESSONNES,0,1,,corbeilessonnes
BALLANCOURT,0,1,,ballancourt
BOUSSY-SAINT-ANTOINE,0,1,,boussysaintantoine
GARANCIERES-LA QUEUE,0,0,,garanciereslaqueue
HOUDAN,0,0,,houdan
MANTES-LA-JOLIE,0,0,,manteslajolie
MANTES-STATION,0,0,,mantesstation
LIMAY,0,0,,limay
TRIEL-SUR-SEINE,0,0,,trielsurseine
GROS-NOYER-SAINT-PRIX,0,0,,grosnoyersaintprix
SAINT-LEU-LA-FORET,0,0,,saintleulaforet
VAUCELLES,0,0,,vaucelles
MERY-VAL D'OISE,0,0,,meryvaldoise
CHAMP DE COURSES D'ENGHIEN,0,0,,champdecoursesdenghien
VAUBOYEN,0,1,,vauboyen
PLAISIR-LES-CLAYES,0,0,,plaisirlesclayes
PLAISIR-GRIGNON,0,0,,plaisirgrignon
SAINT-GERMAIN-EN-LAYE,0,1,A,saintgermainenlaye
SAINT-FARGEAU,0,1,3b,saintfargeau
PONTHIERRY-PRINGY,0,1,,ponthierrypringy
BOISSISE-LE-ROI,0,1,,boissiseleroi
SAVIGNY-LE-TEMPLE-NANDY,0,1,,savignyletemplenandy
LIVRY-SUR-SEINE,0,0,,livrysurseine
FONTAINEBLEAU-AVON,0,0,,fontainebleauavon
MONTEREAU,0,0,,montereau
CHAMPAGNE-SUR-SEINE,0,0,,champagnesurseine
BOURRON-MARLOTTE-GREZ,0,0,,bourronmarlottegrez
EPONE-MEZIERES,0,0,,eponemezieres
AUBERGENVILLE-ELISABETHVILLE,0,0,,aubergenvilleelisabethville
LES MUREAUX,0,0,,lesmureaux
VERNOUILLET-VERNEUIL,0,0,,vernouilletverneuil
LA CELLE-SAINT-CLOUD,0,0,,lacellesaintcloud
VERSAILLES RIVE DROITE,0,0,,versaillesrivedroite
VIRY-CHATILLON,0,1,,virychatillon
EVRY,0,1,,evry
IGNY,0,1,,igny
YERRES,0,1,,yerres
LA HACQUINIERE,0,1,,lahacquiniere
MAROLLES-EN-HUREPOIX,0,1,,marollesenhurepoix
LARDY,0,1,,lardy
JOINVILLE-LE-PONT,0,1,A,joinvillelepont
SAINT-MAUR-CRETEIL,0,1,,saintmaurcreteil
LE PARC-DE-SAINT-MAUR,0,1,A,leparcdesaintmaur
ORLY VILLE,0,1,,orlyville
LES BOULLEREAUX-CHAMPIGNY,0,1,,lesboullereauxchampigny
MAISONS-ALFORT-ALFORTVILLE,0,1,,maisonsalfortalfortville
SAINT-CLOUD,0,0,,saintcloud
SEVRES-VILLE-D'AVRAY,0,0,,sevresvilledavray
NANTERRE-VILLE,0,1,A,nanterreville
COURBEVOIE,0,0,,courbevoie
LA COURNEUVE-AUBERVILLIERS,0,1,B,lacourneuveaubervilliers
BUNO-GIRONVILLE,0,1,,bunogironville
LA BORNE BLANCHE,0,1,,laborneblanche
ORRY-LA-VILLE-COYE,0,1,,orrylavillecoye
OLYMPIADES,1,0,14,olympiades
EPERNON,0,0,,epernon
MAINTENON,0,0,,maintenon
AUNEAU,0,0,,auneau
SENS,0,0,,sens
SAINT-JULIEN-DU-SAULT,0,0,,saintjuliendusault
EVREUX,0,0,,evreux
SURVILLIERS-FOSSES,0,1,,survilliersfosses
VIARMES,0,0,,viarmes
SEUGY,0,0,,seugy
NOINTEL-MOURS,0,0,,nointelmours
PERSAN-BEAUMONT,0,0,,persanbeaumont
BRUYERES-SUR-OISE,0,0,,bruyeressuroise
OSNY,0,0,,osny
BOISSY-L'AILLERIE,0,0,,boissylaillerie
US,0,0,,us
CLAMART,0,0,,clamart
MEUDON,0,0,,meudon
BOURG-LA-REINE,0,1,B,bourglareine
PARC-DE-SCEAUX,0,1,B,parcdesceaux
BAGNEUX,0,1,B,bagneux
PONT DE L'ALMA,0,1,,pontdelalma
CHAMP DE MARS-TOUR EIFFEL,0,1,,champdemarstoureiffel
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU,0,1,,pontdugariglianohopitaleuropeengeorgespompidou
AVENUE HENRI MARTIN,0,1,,avenuehenrimartin
FONTENAY-SOUS-BOIS,0,1,A,fontenaysousbois
PONT DE BEZONS,0,0,,pontdebezons
MAIRIE DE MONTROUGE,1,0,4,mairiedemontrouge
LES LOCHERES,0,0,,leslocheres
PAUL VALERY,0,0,,paulvalery
CHOLETTES,0,0,,cholettes
JACQUES PREVERT,0,0,,jacquesprevert
MAIRIE DE PIERREFITTE,0,0,,mairiedepierrefitte
HELENE BOUCHER,0,0,,heleneboucher
AUGUSTE PERRET,0,0,,augusteperret
CHANTILLY-GOUVIEUX,0,1,,chantillygouvieux
BORAN-SUR-OISE,0,0,,boransuroise
SAINT-LEU D’ESSERENT,0,0,,saintleudesserent
GISORS,0,0,,gisors
CRETEIL-POINTE DU LAC,1,0,,creteilpointedulac
CHEMIN DES RENIERS,0,0,,chemindesreniers
JEAN VILAR,0,0,,jeanvilar
LACEPEDE,0,0,,lacepede
PAUL ELUARD,0,0,,pauleluard
CENTRE DE CHATILLON,0,0,,centredechatillon
MAIL DE LA PLAINE,0,0,,maildelaplaine
PAVE BLANC,0,0,,paveblanc
GEORGES POMPIDOU,0,0,,georgespompidou
VELIZY 2,0,0,,velizy2
INOVEL PARC NORD,0,0,,inovelparcnord
LOUVOIS,0,0,,louvois
MONTEMPOIVRE,0,0,,montempoivre
AVENUE DE FRANCE,0,0,,avenuedefrance
AEROPORT ORLY 4,0,0,,aeroportorly4
SAINT-DENIS-PORTE DE PARIS,1,0,13,saintdenisportedeparis
HOTEL DE VILLE DE LA COURNEUVE,0,0,,hoteldevilledelacourneuve
BONDY,0,1,,bondy
PORTE DE PANTIN,1,0,5,portedepantin
INVALIDES,2,1,8,invalides
INVALIDES,2,1,13,invalides
SAINT-MICHEL,1,2,4,saintmichel
JAVEL,1,1,,javel
JACQUES-HENRI LARTIGUE,0,0,,jacqueshenrilartigue
PORTE DE CHOISY,1,0,7,portedechoisy
VIROFLAY RG,0,1,,viroflayrg
CHELLES-GOURNAY,0,1,,chellesgournay
MAISONS-LAFFITTE,0,1,A,maisonslaffitte
SAINT-OUEN-L'AUMONE-LIESSE,0,1,,saintouenlaumoneliesse
CERGY-SAINT-CHRISTOPHE,0,1,A,cergysaintchristophe
SAINT-OUEN-L'AUMONE-QUARTIER DE L'EGLISE,0,0,,saintouenlaumonequartierdeleglise
TOURNAN,0,1,,tournan
RUNGIS-LA FRATERNELLE,0,1,,rungislafraternelle
MELUN,0,1,,melun
GARE DE STAINS LA CERISAIE,0,0,,garedestainslacerisaie
Honoré de Balzac,0,0,,honoredebalzac
Asnières Quatre Routes,0,0,,asnieresquatreroutes
