duree,date,line_num,line_type,what,type_inc
0 days 00:12:00.000000000,2016-10-30 06:38:00,B,rer,breakdown,unscheduled
0 days 00:12:00.000000000,2016-10-30 06:51:00,B,rer,breakdown,unscheduled
0 days 00:25:00.000000000,2016-10-30 07:04:00,B,rer,breakdown,unscheduled
0 days 02:13:00.000000000,2016-10-30 07:31:00,B,rer,breakdown,unscheduled
0 days 00:07:00.000000000,2016-10-30 09:17:00,8,metro,passenger,unscheduled
0 days 00:16:00.000000000,2016-10-30 09:25:00,8,metro,passenger,unscheduled
0 days 00:02:00.000000000,2016-10-30 09:49:00,9,metro,unattended_luggage,unscheduled
0 days 00:28:00.000000000,2016-10-30 09:52:00,9,metro,unattended_luggage,unscheduled
0 days 00:26:00.000000000,2016-10-30 10:21:00,9,metro,unattended_luggage,unscheduled
0 days 00:05:00.000000000,2016-10-30 15:11:00,2,metro,passenger,unscheduled
0 days 00:20:00.000000000,2016-10-30 15:15:00,12,metro,breakdown,unscheduled
0 days 00:00:00.000000000,2016-10-30 16:05:00,12,metro,unattended_luggage,unscheduled
0 days 00:54:00.000000000,2016-10-30 17:44:00,B,rer,safety,unscheduled
0 days 01:18:00.000000000,2016-10-30 17:50:00,1,metro,generic,unscheduled
0 days 00:12:00.000000000,2016-10-30 20:05:00,4,metro,safety,unscheduled
0 days 00:05:00.000000000,2016-10-31 07:15:00,4,metro,generic,unscheduled
0 days 00:12:00.000000000,2016-10-31 07:21:00,4,metro,generic,unscheduled
0 days 01:34:00.000000000,2016-10-31 08:23:00,B,rer,safety,unscheduled
0 days 00:08:00.000000000,2016-10-31 09:45:00,7,metro,breakdown,unscheduled
0 days 01:01:00.000000000,2016-10-31 09:54:00,7,metro,breakdown,unscheduled
0 days 00:50:00.000000000,2016-10-31 10:06:00,A,rer,smoke,unscheduled
0 days 00:03:00.000000000,2016-10-31 13:09:00,9,metro,passenger,unscheduled
0 days 00:31:00.000000000,2016-10-31 13:10:00,3b,metro,generic,unscheduled
0 days 00:48:00.000000000,2016-10-31 13:13:00,9,metro,passenger,unscheduled
0 days 00:10:00.000000000,2016-10-31 13:31:00,A,rer,generic,unscheduled
0 days 00:04:00.000000000,2016-10-31 16:12:00,8,metro,breakdown,unscheduled
0 days 00:33:00.000000000,2016-10-31 18:55:00,13,metro,smoke,unscheduled
0 days 00:26:00.000000000,2016-10-31 20:59:00,B,rer,passenger,unscheduled
0 days 00:22:00.000000000,2016-10-31 21:26:00,B,rer,passenger,unscheduled
0 days 02:30:00.000000000,2016-10-31 21:49:00,B,rer,passenger,unscheduled
0 days 00:31:00.000000000,2016-10-31 22:52:00,A,rer,passenger,unscheduled
0 days 00:15:00.000000000,2016-11-01 13:10:00,A,rer,unattended_luggage,unscheduled
0 days 02:15:00.000000000,2016-11-01 13:10:00,6,metro,breakdown,unscheduled
0 days 01:57:00.000000000,2016-11-01 13:26:00,A,rer,unattended_luggage,unscheduled
0 days 00:52:00.000000000,2016-11-01 16:33:00,A,rer,smoke,unscheduled
0 days 00:26:00.000000000,2016-11-01 17:26:00,4,metro,passenger,unscheduled
0 days 00:49:00.000000000,2016-11-01 17:31:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-01 18:48:00,4,metro,passenger,unscheduled
0 days 00:14:00.000000000,2016-11-01 18:52:00,1,metro,unattended_luggage,unscheduled
0 days 00:10:00.000000000,2016-11-01 18:54:00,4,metro,passenger,unscheduled
0 days 00:46:00.000000000,2016-11-01 19:05:00,4,metro,passenger,unscheduled
0 days 00:07:00.000000000,2016-11-01 19:07:00,1,metro,unattended_luggage,unscheduled
0 days 00:12:00.000000000,2016-11-01 19:15:00,1,metro,unattended_luggage,unscheduled
0 days 00:01:00.000000000,2016-11-01 19:28:00,1,metro,unattended_luggage,unscheduled
0 days 00:06:00.000000000,2016-11-02 14:07:00,7,metro,breakdown,unscheduled
0 days 00:20:00.000000000,2016-11-02 14:14:00,7,metro,breakdown,unscheduled
0 days 01:36:00.000000000,2016-11-02 18:55:00,3,metro,generic,unscheduled
0 days 00:11:00.000000000,2016-11-02 22:08:00,B,rer,passenger,unscheduled
0 days 00:12:00.000000000,2016-11-03 00:52:00,2,metro,passenger,unscheduled
0 days 00:19:00.000000000,2016-11-03 00:55:00,4,metro,unattended_luggage,unscheduled
0 days 01:16:00.000000000,2016-11-03 07:45:00,B,rer,breakdown,unscheduled
0 days 00:01:00.000000000,2016-11-03 08:58:00,6,metro,passenger,unscheduled
0 days 00:11:00.000000000,2016-11-03 10:16:00,9,metro,passenger,unscheduled
0 days 00:29:00.000000000,2016-11-03 10:52:00,9,metro,passenger,unscheduled
0 days 00:03:00.000000000,2016-11-03 14:47:00,6,metro,smoke,unscheduled
0 days 00:24:00.000000000,2016-11-03 14:51:00,6,metro,smoke,unscheduled
0 days 01:32:00.000000000,2016-11-03 16:57:00,B,rer,passenger,unscheduled
0 days 00:01:00.000000000,2016-11-03 18:55:00,A,rer,unattended_luggage,unscheduled
0 days 00:15:00.000000000,2016-11-03 18:57:00,A,rer,unattended_luggage,unscheduled
0 days 00:47:00.000000000,2016-11-03 21:49:00,B,rer,unattended_luggage,unscheduled
0 days 02:16:00.000000000,2016-11-03 21:49:00,A,rer,unattended_luggage,unscheduled
0 days 00:00:00.000000000,2016-11-03 23:18:00,5,metro,passenger,unscheduled
0 days 00:03:00.000000000,2016-11-04 05:50:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 05:54:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 05:55:00,2,metro,safety,unscheduled
0 days 00:04:00.000000000,2016-11-04 05:56:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:01:00,2,metro,safety,unscheduled
0 days 00:04:00.000000000,2016-11-04 06:02:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:07:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 06:08:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:11:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:12:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:13:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:14:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 06:15:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:17:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 06:18:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:21:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:22:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 06:23:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 06:25:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 06:28:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 06:31:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:33:00,2,metro,safety,unscheduled
0 days 00:03:00.000000000,2016-11-04 06:34:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:38:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:39:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 06:40:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:43:00,2,metro,safety,unscheduled
0 days 00:03:00.000000000,2016-11-04 06:44:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 06:48:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:51:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 06:52:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 06:54:00,2,metro,safety,unscheduled
0 days 00:06:00.000000000,2016-11-04 06:55:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 06:56:00,5,metro,generic,unscheduled
0 days 00:01:00.000000000,2016-11-04 07:02:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 07:04:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 07:07:00,2,metro,safety,unscheduled
0 days 00:03:00.000000000,2016-11-04 07:10:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:14:00,2,metro,safety,unscheduled
0 days 00:03:00.000000000,2016-11-04 07:15:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:19:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:20:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 07:21:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:23:00,2,metro,safety,unscheduled
0 days 00:09:00.000000000,2016-11-04 07:24:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:34:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 07:35:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 07:37:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 07:39:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:41:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 07:42:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:44:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 07:45:00,2,metro,safety,unscheduled
0 days 00:05:00.000000000,2016-11-04 07:48:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:54:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 07:55:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:57:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 07:58:00,2,metro,safety,unscheduled
0 days 00:03:00.000000000,2016-11-04 07:59:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:03:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:05:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:07:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:09:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:10:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:11:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:12:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:13:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:15:00,2,metro,safety,unscheduled
0 days 00:52:00.000000000,2016-11-04 08:16:00,8,metro,generic,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:16:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:17:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:18:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:19:00,2,metro,safety,unscheduled
0 days 00:51:00.000000000,2016-11-04 08:19:00,B,rer,unattended_luggage,unscheduled
0 days 00:05:00.000000000,2016-11-04 08:20:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 08:26:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:29:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 08:31:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 08:34:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 08:37:00,2,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-04 08:40:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:43:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:44:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:45:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:46:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:47:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:49:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:51:00,2,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:52:00,2,metro,safety,unscheduled
0 days 00:03:00.000000000,2016-11-04 08:53:00,2,metro,safety,unscheduled
0 days 00:04:00.000000000,2016-11-04 08:55:00,7,metro,generic,unscheduled
0 days 00:00:00.000000000,2016-11-04 08:57:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 08:58:00,2,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-04 09:00:00,2,metro,safety,unscheduled
0 days 00:15:00.000000000,2016-11-04 09:00:00,7,metro,generic,unscheduled
0 days 00:12:00.000000000,2016-11-04 09:02:00,2,metro,safety,unscheduled
0 days 00:25:00.000000000,2016-11-04 09:15:00,2,metro,safety,unscheduled
0 days 04:19:00.000000000,2016-11-04 09:16:00,7,metro,safety,unscheduled
0 days 00:04:00.000000000,2016-11-04 09:32:00,4,metro,pedestrian,unscheduled
0 days 00:06:00.000000000,2016-11-04 09:33:00,5,metro,safety,unscheduled
0 days 01:21:00.000000000,2016-11-04 09:33:00,7b,metro,safety,unscheduled
0 days 03:48:00.000000000,2016-11-04 09:40:00,5,metro,safety,unscheduled
0 days 03:46:00.000000000,2016-11-04 09:41:00,2,metro,safety,unscheduled
0 days 00:06:00.000000000,2016-11-04 10:02:00,6,metro,breakdown,unscheduled
0 days 00:55:00.000000000,2016-11-04 10:11:00,B,rer,unattended_luggage,unscheduled
0 days 00:01:00.000000000,2016-11-04 11:59:00,11,metro,unattended_luggage,unscheduled
0 days 00:03:00.000000000,2016-11-04 12:01:00,11,metro,unattended_luggage,unscheduled
0 days 00:46:00.000000000,2016-11-04 12:05:00,11,metro,unattended_luggage,unscheduled
0 days 00:21:00.000000000,2016-11-04 12:52:00,11,metro,unattended_luggage,unscheduled
0 days 00:17:00.000000000,2016-11-04 13:08:00,13,metro,generic,unscheduled
0 days 01:13:00.000000000,2016-11-04 13:14:00,11,metro,unattended_luggage,unscheduled
0 days 00:30:00.000000000,2016-11-04 13:26:00,13,metro,generic,unscheduled
0 days 00:07:00.000000000,2016-11-04 13:28:00,2,metro,safety,unscheduled
0 days 00:28:00.000000000,2016-11-04 14:28:00,11,metro,unattended_luggage,unscheduled
0 days 00:15:00.000000000,2016-11-04 16:12:00,6,metro,breakdown,unscheduled
0 days 00:35:00.000000000,2016-11-04 16:28:00,6,metro,breakdown,unscheduled
0 days 00:38:00.000000000,2016-11-04 16:58:00,9,metro,unattended_luggage,unscheduled
0 days 00:12:00.000000000,2016-11-04 17:37:00,9,metro,unattended_luggage,unscheduled
0 days 00:03:00.000000000,2016-11-04 17:50:00,9,metro,unattended_luggage,unscheduled
0 days 02:02:00.000000000,2016-11-04 17:54:00,9,metro,unattended_luggage,unscheduled
0 days 00:05:00.000000000,2016-11-04 18:29:00,1,metro,unattended_luggage,unscheduled
0 days 01:08:00.000000000,2016-11-04 20:32:00,3,metro,unattended_luggage,unscheduled
0 days 01:31:00.000000000,2016-11-04 21:41:00,3,metro,unattended_luggage,unscheduled
0 days 00:16:00.000000000,2016-11-05 06:08:00,12,metro,smoke,unscheduled
0 days 02:03:00.000000000,2016-11-05 06:25:00,12,metro,smoke,unscheduled
0 days 00:26:00.000000000,2016-11-05 10:48:00,7,metro,unattended_luggage,unscheduled
0 days 00:09:00.000000000,2016-11-05 10:59:00,11,metro,pedestrian,unscheduled
0 days 00:39:00.000000000,2016-11-05 11:18:00,7,metro,unattended_luggage,unscheduled
0 days 00:03:00.000000000,2016-11-05 19:45:00,B,rer,passenger,unscheduled
0 days 00:10:00.000000000,2016-11-05 20:09:00,2,metro,smoke,unscheduled
0 days 00:22:00.000000000,2016-11-05 20:20:00,2,metro,smoke,unscheduled
0 days 00:29:00.000000000,2016-11-05 20:43:00,2,metro,smoke,unscheduled
0 days 00:24:00.000000000,2016-11-05 20:48:00,3,metro,smoke,unscheduled
0 days 00:25:00.000000000,2016-11-05 21:56:00,2,metro,passenger,unscheduled
0 days 00:35:00.000000000,2016-11-06 09:11:00,4,metro,pedestrian,unscheduled
0 days 10:44:00.000000000,2016-11-06 09:47:00,1,metro,generic,unscheduled
0 days 01:01:00.000000000,2016-11-06 13:24:00,A,rer,unattended_luggage,unscheduled
0 days 02:42:00.000000000,2016-11-06 14:26:00,A,rer,unattended_luggage,unscheduled
0 days 00:06:00.000000000,2016-11-06 19:57:00,13,metro,passenger,unscheduled
0 days 00:30:00.000000000,2016-11-06 20:04:00,13,metro,passenger,unscheduled
0 days 00:00:00.000000000,2016-11-06 23:42:00,9,metro,smoke,unscheduled
0 days 00:04:00.000000000,2016-11-07 08:06:00,6,metro,breakdown,unscheduled
0 days 00:33:00.000000000,2016-11-07 08:11:00,6,metro,breakdown,unscheduled
0 days 00:02:00.000000000,2016-11-07 08:20:00,2,metro,smoke,unscheduled
0 days 00:25:00.000000000,2016-11-07 08:23:00,2,metro,smoke,unscheduled
0 days 00:40:00.000000000,2016-11-07 08:49:00,2,metro,smoke,unscheduled
0 days 00:00:00.000000000,2016-11-07 08:56:00,1,metro,passenger,unscheduled
0 days 00:05:00.000000000,2016-11-07 08:57:00,1,metro,passenger,unscheduled
0 days 00:01:00.000000000,2016-11-07 09:03:00,1,metro,passenger,unscheduled
0 days 00:36:00.000000000,2016-11-07 09:05:00,1,metro,passenger,unscheduled
0 days 02:16:00.000000000,2016-11-07 09:06:00,B,rer,passenger,unscheduled
0 days 00:03:00.000000000,2016-11-07 11:19:00,A,rer,passenger,unscheduled
0 days 00:37:00.000000000,2016-11-07 11:23:00,A,rer,passenger,unscheduled
0 days 02:04:00.000000000,2016-11-07 12:01:00,A,rer,passenger,unscheduled
0 days 00:06:00.000000000,2016-11-07 17:13:00,12,metro,passenger,unscheduled
0 days 00:15:00.000000000,2016-11-07 17:21:00,12,metro,passenger,unscheduled
0 days 00:31:00.000000000,2016-11-07 17:31:00,10,metro,breakdown,unscheduled
0 days 01:37:00.000000000,2016-11-07 18:26:00,12,metro,generic,unscheduled
0 days 00:20:00.000000000,2016-11-07 19:13:00,5,metro,passenger,unscheduled
0 days 00:16:00.000000000,2016-11-07 21:34:00,4,metro,breakdown,unscheduled
0 days 00:18:00.000000000,2016-11-07 22:47:00,8,metro,passenger,unscheduled
0 days 01:39:00.000000000,2016-11-07 23:06:00,8,metro,passenger,unscheduled
0 days 00:41:00.000000000,2016-11-08 08:52:00,10,metro,smoke,unscheduled
0 days 00:39:00.000000000,2016-11-08 13:32:00,A,rer,unattended_luggage,unscheduled
0 days 00:21:00.000000000,2016-11-08 13:38:00,B,rer,unattended_luggage,unscheduled
0 days 02:22:00.000000000,2016-11-08 14:12:00,A,rer,unattended_luggage,unscheduled
0 days 00:17:00.000000000,2016-11-08 14:15:00,5,metro,generic,unscheduled
0 days 01:07:00.000000000,2016-11-08 16:47:00,10,metro,breakdown,unscheduled
0 days 00:22:00.000000000,2016-11-08 17:16:00,A,rer,passenger,unscheduled
0 days 03:28:00.000000000,2016-11-08 17:39:00,A,rer,passenger,unscheduled
0 days 00:18:00.000000000,2016-11-08 17:55:00,10,metro,unattended_luggage,unscheduled
0 days 00:26:00.000000000,2016-11-08 18:14:00,10,metro,unattended_luggage,unscheduled
0 days 00:41:00.000000000,2016-11-08 18:41:00,10,metro,unattended_luggage,unscheduled
0 days 01:31:00.000000000,2016-11-09 06:30:00,A,rer,smoke,unscheduled
0 days 00:05:00.000000000,2016-11-09 06:36:00,8,metro,unattended_luggage,unscheduled
0 days 00:49:00.000000000,2016-11-09 06:42:00,8,metro,unattended_luggage,unscheduled
0 days 00:37:00.000000000,2016-11-09 07:32:00,8,metro,unattended_luggage,unscheduled
0 days 00:04:00.000000000,2016-11-09 07:39:00,10,metro,breakdown,unscheduled
0 days 00:19:00.000000000,2016-11-09 07:44:00,10,metro,breakdown,unscheduled
0 days 00:19:00.000000000,2016-11-09 07:53:00,12,metro,unattended_luggage,unscheduled
0 days 00:03:00.000000000,2016-11-09 08:04:00,10,metro,breakdown,unscheduled
0 days 00:04:00.000000000,2016-11-09 08:08:00,10,metro,breakdown,unscheduled
0 days 00:04:00.000000000,2016-11-09 08:13:00,10,metro,breakdown,unscheduled
0 days 01:46:00.000000000,2016-11-09 08:13:00,12,metro,unattended_luggage,unscheduled
0 days 00:57:00.000000000,2016-11-09 08:18:00,10,metro,breakdown,unscheduled
0 days 00:17:00.000000000,2016-11-09 10:36:00,6,metro,generic,unscheduled
0 days 01:03:00.000000000,2016-11-09 16:39:00,2,metro,generic,unscheduled
0 days 00:25:00.000000000,2016-11-09 18:23:00,12,metro,unattended_luggage,unscheduled
0 days 01:22:00.000000000,2016-11-09 18:47:00,A,rer,unattended_luggage,unscheduled
0 days 01:06:00.000000000,2016-11-09 18:49:00,12,metro,unattended_luggage,unscheduled
0 days 00:54:00.000000000,2016-11-09 20:10:00,A,rer,unattended_luggage,unscheduled
0 days 00:03:00.000000000,2016-11-09 23:07:00,A,rer,generic,unscheduled
0 days 00:23:00.000000000,2016-11-10 08:39:00,10,metro,passenger,unscheduled
0 days 00:17:00.000000000,2016-11-10 09:30:00,B,rer,passenger,unscheduled
0 days 00:10:00.000000000,2016-11-10 09:37:00,3,metro,passenger,unscheduled
0 days 00:40:00.000000000,2016-11-10 14:12:00,B,rer,smoke,unscheduled
0 days 00:12:00.000000000,2016-11-10 18:07:00,B,rer,breakdown,unscheduled
0 days 00:02:00.000000000,2016-11-10 18:08:00,12,metro,passenger,unscheduled
0 days 00:06:00.000000000,2016-11-10 18:11:00,12,metro,passenger,unscheduled
0 days 00:26:00.000000000,2016-11-10 18:18:00,12,metro,passenger,unscheduled
0 days 01:02:00.000000000,2016-11-10 18:20:00,B,rer,breakdown,unscheduled
0 days 02:41:00.000000000,2016-11-10 19:23:00,B,rer,breakdown,unscheduled
0 days 00:36:00.000000000,2016-11-10 22:28:00,6,metro,pedestrian,unscheduled
0 days 01:09:00.000000000,2016-11-11 07:48:00,5,metro,unattended_luggage,unscheduled
0 days 00:02:00.000000000,2016-11-11 08:05:00,1,metro,generic,unscheduled
0 days 00:02:00.000000000,2016-11-11 08:08:00,1,metro,generic,unscheduled
0 days 03:49:00.000000000,2016-11-11 08:08:00,9,metro,generic,unscheduled
0 days 00:00:00.000000000,2016-11-11 08:11:00,1,metro,generic,unscheduled
0 days 00:01:00.000000000,2016-11-11 08:11:00,13,metro,generic,unscheduled
0 days 03:42:00.000000000,2016-11-11 08:12:00,1,metro,generic,unscheduled
0 days 01:42:00.000000000,2016-11-11 08:13:00,13,metro,generic,unscheduled
0 days 00:05:00.000000000,2016-11-11 08:58:00,5,metro,unattended_luggage,unscheduled
0 days 00:06:00.000000000,2016-11-11 09:04:00,5,metro,unattended_luggage,unscheduled
0 days 00:05:00.000000000,2016-11-11 09:56:00,13,metro,passenger,unscheduled
0 days 00:05:00.000000000,2016-11-11 10:02:00,13,metro,passenger,unscheduled
0 days 00:16:00.000000000,2016-11-11 10:08:00,13,metro,passenger,unscheduled
0 days 01:30:00.000000000,2016-11-11 10:25:00,13,metro,generic,unscheduled
0 days 00:00:00.000000000,2016-11-11 11:55:00,1,metro,generic,unscheduled
0 days 00:22:00.000000000,2016-11-11 11:56:00,1,metro,generic,unscheduled
0 days 00:12:00.000000000,2016-11-11 17:07:00,6,metro,unattended_luggage,unscheduled
0 days 00:46:00.000000000,2016-11-11 17:20:00,6,metro,unattended_luggage,unscheduled
0 days 00:04:00.000000000,2016-11-11 18:07:00,4,metro,generic,unscheduled
0 days 00:05:00.000000000,2016-11-11 20:40:00,7,metro,breakdown,unscheduled
0 days 00:11:00.000000000,2016-11-11 20:48:00,2,metro,passenger,unscheduled
0 days 00:42:00.000000000,2016-11-11 21:00:00,2,metro,passenger,unscheduled
0 days 00:05:00.000000000,2016-11-11 21:14:00,12,metro,breakdown,unscheduled
0 days 00:01:00.000000000,2016-11-11 21:20:00,12,metro,breakdown,unscheduled
0 days 00:03:00.000000000,2016-11-11 22:18:00,8,metro,passenger,unscheduled
0 days 00:08:00.000000000,2016-11-11 22:22:00,8,metro,passenger,unscheduled
0 days 00:03:00.000000000,2016-11-11 22:31:00,8,metro,passenger,unscheduled
0 days 00:09:00.000000000,2016-11-12 05:47:00,5,metro,generic,unscheduled
0 days 00:17:00.000000000,2016-11-12 06:26:00,A,rer,smoke,unscheduled
0 days 00:03:00.000000000,2016-11-12 06:44:00,A,rer,smoke,unscheduled
0 days 02:32:00.000000000,2016-11-12 06:48:00,A,rer,smoke,unscheduled
0 days 00:05:00.000000000,2016-11-12 10:02:00,4,metro,passenger,unscheduled
0 days 00:38:00.000000000,2016-11-12 10:08:00,4,metro,passenger,unscheduled
0 days 00:06:00.000000000,2016-11-12 11:35:00,A,rer,pedestrian,unscheduled
0 days 00:08:00.000000000,2016-11-12 12:09:00,A,rer,pedestrian,unscheduled
0 days 00:05:00.000000000,2016-11-12 12:18:00,A,rer,pedestrian,unscheduled
0 days 00:31:00.000000000,2016-11-12 12:24:00,A,rer,pedestrian,unscheduled
0 days 00:35:00.000000000,2016-11-12 13:01:00,A,rer,smoke,unscheduled
0 days 00:15:00.000000000,2016-11-12 16:54:00,5,metro,passenger,unscheduled
0 days 00:26:00.000000000,2016-11-12 17:10:00,5,metro,passenger,unscheduled
0 days 00:01:00.000000000,2016-11-12 18:52:00,B,rer,passenger,unscheduled
0 days 00:39:00.000000000,2016-11-12 18:54:00,B,rer,passenger,unscheduled
0 days 05:27:00.000000000,2016-11-12 19:34:00,B,rer,passenger,unscheduled
0 days 00:06:00.000000000,2016-11-13 06:44:00,4,metro,pedestrian,unscheduled
0 days 00:16:00.000000000,2016-11-13 06:51:00,4,metro,pedestrian,unscheduled
0 days 00:12:00.000000000,2016-11-13 10:04:00,13,metro,smoke,unscheduled
0 days 00:06:00.000000000,2016-11-13 10:58:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-13 11:05:00,9,metro,safety,unscheduled
0 days 00:04:00.000000000,2016-11-13 11:07:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-13 11:12:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-13 11:13:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-13 11:14:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-13 11:15:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-13 11:18:00,9,metro,safety,unscheduled
0 days 00:04:00.000000000,2016-11-13 11:19:00,9,metro,safety,unscheduled
0 days 00:02:00.000000000,2016-11-13 11:23:00,A,rer,unattended_luggage,unscheduled
0 days 00:00:00.000000000,2016-11-13 11:24:00,9,metro,safety,unscheduled
0 days 00:06:00.000000000,2016-11-13 11:25:00,9,metro,safety,unscheduled
0 days 00:18:00.000000000,2016-11-13 11:26:00,A,rer,unattended_luggage,unscheduled
0 days 00:01:00.000000000,2016-11-13 11:32:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-13 11:34:00,9,metro,safety,unscheduled
0 days 00:00:00.000000000,2016-11-13 11:36:00,9,metro,safety,unscheduled
0 days 00:07:00.000000000,2016-11-13 11:37:00,9,metro,safety,unscheduled
0 days 00:01:00.000000000,2016-11-13 11:45:00,9,metro,safety,unscheduled
