Geo Point;Geo Shape;OBJECTID;id_ref_zdl;nom_long;label;idrefliga;idrefligc;res_com;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.8473545169,2.38680844578;"{""type"": ""Point"", ""coordinates"": [2.386808445777995, 48.84735451689955]}";4;44637;REUILLY-DIDEROT;Reuilly-Diderot;A01534 / A01541;C01371 / C01378;M1 / M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655000.3096;6860986.9672
48.8608062913,2.34110859163;"{""type"": ""Point"", ""coordinates"": [2.341108591634066, 48.8608062912721]}";7;44645;LOUVRE-RIVOLI;Louvre-Rivoli;A01534;C01371;M1;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651659.1352;6862509.6962
48.8498504878,2.22123268327;"{""type"": ""Point"", ""coordinates"": [2.221232683266963, 48.849850487849125]}";31;51611;LES MILONS;Les Milons;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;642852.4519;6861371.59
48.9160965041,2.51506144619;"{""type"": ""Point"", ""coordinates"": [2.515061446192153, 48.91609650409271]}";35;411280;LYCEE HENRI SELLIER;Lycée Henri Sellier;A01761;C01843;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;664459.0975;6868565.3172
48.8652537861,2.37458197;"{""type"": ""Point"", ""coordinates"": [2.374581969996412, 48.86525378605432]}";58;58725;PARMENTIER;Parmentier;A01536;C01373;M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654118.8397;6862984.2509
48.8738067339,2.32699985888;"{""type"": ""Point"", ""coordinates"": [2.326999858880872, 48.873806733862544]}";64;58718;HAVRE-CAUMARTIN;Havre-Caumartin;A01536 / A01542;;M3 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650636.3658;6863963.9719
48.8787703685,2.32226521312;"{""type"": ""Point"", ""coordinates"": [2.322265213118895, 48.878770368486826]}";65;42972;EUROPE;Europe;A01536;C01373;M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650293.8318;6864518.8631
48.8549363802,2.34732131841;"{""type"": ""Point"", ""coordinates"": [2.347321318407715, 48.854936380164666]}";80;42640;CITE;Cité;A01537;C01374;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652109.5387;6861853.2274
48.8422184136,2.32900892624;"{""type"": ""Point"", ""coordinates"": [2.329008926235402, 48.842218413613516]}";85;44997;VAVIN;Vavin;A01537;C01374;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650753.8774;6860450.3764
48.8954546731,2.42532689153;"{""type"": ""Point"", ""coordinates"": [2.425326891530144, 48.89545467305925]}";89;42344;BOBIGNY-PANTIN (RAYMOND QUENEAU);Bobigny-Pantin - Raymond Queneau;A01538;C01375;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;657865.8991;6866314.133
48.8912285941,2.40235214662;"{""type"": ""Point"", ""coordinates"": [2.402352146617702, 48.89122859411634]}";91;43364;HOCHE;Hoche;A01538;C01375;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656177.9028;6865856.7162
48.8708099836,2.36102746278;"{""type"": ""Point"", ""coordinates"": [2.36102746278364, 48.87080998359611]}";95;43417;JACQUES BONSERGENT;Jacques Bonsergent;A01538;C01375;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653129.4913;6863610.0197
48.8465154069,2.36587346665;"{""type"": ""Point"", ""coordinates"": [2.365873466648536, 48.846515406876854]}";99;44583;QUAI DE LA RAPEE;Quai de la Rapée;A01538;C01375;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653463.2579;6860905.8004
48.6894902048,2.3830198083;"{""type"": ""Point"", ""coordinates"": [2.383019808299275, 48.68949020483231]}";103;45739;JUVISY;JUVISY;A01840 / A01842;C01728;RER C / RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;654585.1367;6843437.3109
48.9056639491,2.28357280996;"{""type"": ""Point"", ""coordinates"": [2.283572809957205, 48.90566394912075]}";105;43069;ASNIERES;ASNIÈRES;A01852 / A02176;;LIGNE J / LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647483.2767;6867534.3204
48.8223099329,2.23132315987;"{""type"": ""Point"", ""coordinates"": [2.23132315987378, 48.822309932936854]}";113;47364;BRIMBORION;Brimborion;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;643563.078;6858302.1636
48.9363891471,2.3636407022;"{""type"": ""Point"", ""coordinates"": [2.363640702197924, 48.93638914706168]}";114;46327;CIMETIERE DE SAINT-DENIS;Cimetière de Saint-Denis;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653379.9447;6870900.6225
48.8690265273,2.30993538871;"{""type"": ""Point"", ""coordinates"": [2.309935388712291, 48.8690265272729]}";132;43026;FRANKLIN-D.ROOSEVELT;Franklin-D.Roosevelt;A01534 / A01542;C01371 / C01379;M1 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649380.0967;6863443.2531
48.8692940077,2.35428087908;"{""type"": ""Point"", ""coordinates"": [2.354280879075376, 48.86929400766135]}";136;44909;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;A01537 / A01541 / A01542;;M4 / M8 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652633.2421;6863445.4801
48.8610192599,2.37473343128;"{""type"": ""Point"", ""coordinates"": [2.37473343128132, 48.86101925991958]}";139;45205;SAINT-AMBROISE;Saint-Ambroise;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654126.2223;6862513.3167
48.8574537227,2.38071878586;"{""type"": ""Point"", ""coordinates"": [2.380718785856269, 48.85745372268131]}";140;45065;VOLTAIRE (LEON BLUM);Voltaire;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654562.2299;6862113.3974
48.8545804991,2.38556348082;"{""type"": ""Point"", ""coordinates"": [2.385563480822885, 48.85458049908101]}";141;42560;CHARONNE;Charonne;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654915.2006;6861791.1422
48.8479430972,2.26413042674;"{""type"": ""Point"", ""coordinates"": [2.26413042673831, 48.84794309720083]}";151;44138;MICHEL-ANGE-AUTEUIL;Michel-Ange-Auteuil;A01542 / A01543;;M9 / M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;645998.3063;6861129.317
48.8452047027,2.26644154037;"{""type"": ""Point"", ""coordinates"": [2.266441540369507, 48.84520470267351]}";154;42543;CHARDON-LAGACHE;Chardon-Lagache;A01543;C01380;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;646165.0735;6860823.259
48.8470195819,2.29542047803;"{""type"": ""Point"", ""coordinates"": [2.295420478027581, 48.84701958188098]}";157;42265;AVENUE EMILE ZOLA;Avenue Émile Zola;A01543;C01380;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648293.5441;6861005.6876
48.8513788297,2.32693524475;"{""type"": ""Point"", ""coordinates"": [2.326935244753161, 48.851378829747084]}";160;44828;SEVRES-BABYLONE;Sèvres-Babylone;A01543 / A01545;;M10 / M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650610.3693;6861470.2183
48.8510502823,2.34427334542;"{""type"": ""Point"", ""coordinates"": [2.344273345421351, 48.85105028231429]}";162;42674;CLUNY-LA-SORBONNE;Cluny La Sorbonne;A01543;C01380;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651882.3097;6861422.9819
48.8501273229,2.34805429322;"{""type"": ""Point"", ""coordinates"": [2.348054293221179, 48.850127322912]}";163;44119;MAUBERT-MUTUALITE;Maubert Mutualité;A01543;C01380;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652158.9047;6861318.0601
48.8754744576,2.39886759934;"{""type"": ""Point"", ""coordinates"": [2.398867599341846, 48.875474457592105]}";167;44923;TELEGRAPHE;Télégraphe;A01544;C01381;M11;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655909.0695;6864106.8826
48.9033300946,2.30592414987;"{""type"": ""Point"", ""coordinates"": [2.305924149869318, 48.903330094573725]}";197;44012;MAIRIE DE CLICHY;Mairie de Clichy;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649119.3873;6867260.1725
48.8153075321,2.29707779696;"{""type"": ""Point"", ""coordinates"": [2.297077796960861, 48.81530753209954]}";200;44069;MALAKOFF-RUE ÉTIENNE DOLET;Malakoff-Rue Étienne Dolet;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648383.7761;6857478.6019
48.8568713792,2.31505663732;"{""type"": ""Point"", ""coordinates"": [2.315056637317088, 48.85687137924917]}";207;45131;VARENNE;Varenne;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649744.034;6862088.4335
48.8973747955,2.32894281278;"{""type"": ""Point"", ""coordinates"": [2.328942812779893, 48.897374795529515]}";213;44525;PORTE DE SAINT-OUEN;Porte de Saint-Ouen;A01546 / A01757;C01383 / C01679;M13;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;650801.1471;6866583.3841
48.9195730722,2.34330592781;"{""type"": ""Point"", ""coordinates"": [2.343305927806373, 48.91957307224509]}";216;42447;CARREFOUR PLEYEL;Carrefour Pleyel;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651874.6894;6869042.8994
48.878514114,2.38161451329;"{""type"": ""Point"", ""coordinates"": [2.381614513292405, 48.87851411403086]}";223;45609;BUTTES-CHAUMONT;Buttes-Chaumont;A01550;C01387;M7bis;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654646.2893;6864454.6451
48.8827381328,2.37012231228;"{""type"": ""Point"", ""coordinates"": [2.370122312281104, 48.88273813278423]}";225;43425;JAURES;Jaurès;A01535 / A01538 / A01550;;M2 / M5 / M7b;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653807.1912;6864930.9923
48.8057703742,2.61939578581;"{""type"": ""Point"", ""coordinates"": [2.619395785810457, 48.80577037423245]}";231;43074;EMERAINVILLE-PONTAULT-COMBAULT;ÉMERAINVILLE PONTAULT-COMBAULT;A01843;C01729;RER E;RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;672046.5102;6856255.7853
48.86329024,2.88320172581;"{""type"": ""Point"", ""coordinates"": [2.883201725811635, 48.86329023998256]}";245;58581;VILLIERS-MONTBARBIN;VILLIERS-MONTBARBIN;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;691431.177;6862590.5496
48.644373624,2.82516993433;"{""type"": ""Point"", ""coordinates"": [2.825169934330654, 48.6443736240193]}";256;47187;VERNEUIL-L'ETANG;VERNEUIL-L'ÉTANG;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;687119.8299;6838258.2317
48.8297905137,2.35041487065;"{""type"": ""Point"", ""coordinates"": [2.350414870648404, 48.82979051368555]}";267;45274;CORVISART;Corvisart;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652313.5222;6859055.391
48.8504345508,2.29361243444;"{""type"": ""Point"", ""coordinates"": [2.293612434438138, 48.85043455079588]}";274;42871;DUPLEIX;Dupleix;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648164.259;6861386.5827
48.8539426062,2.28933453278;"{""type"": ""Point"", ""coordinates"": [2.289334532778807, 48.85394260621376]}";275;45340;BIR-HAKEIM (GRENELLE);Bir-Hakeim;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647853.8595;6861779.4604
48.857448691,2.28581244413;"{""type"": ""Point"", ""coordinates"": [2.28581244413408, 48.8574486909751]}";276;45417;PASSY;Passy;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647598.9541;6862171.635
48.9149497573,2.40440908878;"{""type"": ""Point"", ""coordinates"": [2.404409088781863, 48.91494975727622]}";279;47891;FORT D'AUBERVILLIERS;Fort d'Aubervilliers;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656348.6196;6868493.288
48.8772363191,2.34929390111;"{""type"": ""Point"", ""coordinates"": [2.349293901112602, 48.87723631912919]}";286;45165;POISSONNIERE;Poissonnière;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652274.7081;6864331.6119
48.8758906819,2.34412603046;"{""type"": ""Point"", ""coordinates"": [2.344126030464425, 48.8758906818937]}";287;42414;CADET;Cadet;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651894.4424;6864185.1221
48.8404866526,2.35173948717;"{""type"": ""Point"", ""coordinates"": [2.351739487166926, 48.84048665264119]}";294;42461;CENSIER-DAUBENTON;Censier-Daubenton;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652420.525;6860243.8862
48.8358634878,2.35258892287;"{""type"": ""Point"", ""coordinates"": [2.352588922866105, 48.83586348776238]}";295;43737;LES GOBELINS;Les Gobelins;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652478.6537;6859729.3276
48.8264260109,2.35724565076;"{""type"": ""Point"", ""coordinates"": [2.357245650758685, 48.82642601087566]}";296;58740;TOLBIAC;Tolbiac;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652811.918;6858677.1935
48.8101299573,2.36226338713;"{""type"": ""Point"", ""coordinates"": [2.362263387127348, 48.81012995727392]}";300;43643;LE KREMLIN-BICETRE;Le Kremlin-Bicêtre;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653165.655;6856862.2879
48.8546821569,2.3060974037;"{""type"": ""Point"", ""coordinates"": [2.306097403704284, 48.85468215688773]}";307;42885;ECOLE MILITAIRE;École Militaire;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649084.5508;6861850.7519
48.8577254129,2.31056596095;"{""type"": ""Point"", ""coordinates"": [2.310565960946845, 48.857725412893444]}";308;43409;LA TOUR MAUBOURG;La Tour Maubourg;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649415.3796;6862186.2617
48.837117007,2.40233316592;"{""type"": ""Point"", ""coordinates"": [2.402333165917443, 48.8371170069955]}";320;44140;MICHEL BIZOT;Michel Bizot;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656130.969;6859839.9191
48.7967407666,2.44943317569;"{""type"": ""Point"", ""coordinates"": [2.449433175686986, 48.79674076658305]}";326;45712;CRETEIL-L'ECHAT (HOPITAL MONDOR);Créteil-L'Échat;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;659556.7711;6855325.4146
48.8525040906,2.26817674944;"{""type"": ""Point"", ""coordinates"": [2.26817674943596, 48.85250409061289]}";334;43423;JASMIN;Jasmin;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;646299.9369;6861633.6924
48.4273625842,2.1452465929;"{""type"": ""Point"", ""coordinates"": [2.145246592903115, 48.42736258418354]}";335;47115;SAINT-MARTIN-D'ETAMPES;SAINT-MARTIN-D'ÉTAMPES;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;636768.2154;6814462.2274
48.533732834,2.00877181523;"{""type"": ""Point"", ""coordinates"": [2.008771815227846, 48.533732833988516]}";346;43121;DOURDAN;DOURDAN;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626821.1897;6826403.4096
48.6055558264,2.46245649414;"{""type"": ""Point"", ""coordinates"": [2.462456494136039, 48.60555582638451]}";350;45759;ESSONNES-ROBINSON;ESSONNES ROBINSON;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;660368.7154;6834063.3879
48.570596856,2.43209852691;"{""type"": ""Point"", ""coordinates"": [2.432098526912532, 48.57059685598828]}";355;47899;MENNECY;MENNECY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;658102.6109;6830192.7876
48.4849573763,2.35185842143;"{""type"": ""Point"", ""coordinates"": [2.35185842142808, 48.48495737627691]}";357;43142;LA FERTE-ALAIS;LA FERTÉ-ALAIS;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;652104.8155;6820718.6638
48.9503043535,2.23111003501;"{""type"": ""Point"", ""coordinates"": [2.231110035011993, 48.95030435354745]}";363;43212;VAL D'ARGENTEUIL;VAL D'ARGENTEUIL;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;643686.0184;6872534.3684
48.8852112182,2.15590347462;"{""type"": ""Point"", ""coordinates"": [2.155903474623579, 48.88521121822767]}";364;53783;CHATOU-CROISSY;CHATOU CROISSY;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;638100.6671;6865352.6049
48.6259908189,1.77169568576;"{""type"": ""Point"", ""coordinates"": [1.771695685761023, 48.6259908188882]}";368;46832;GAZERAN;GAZERAN;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;609479.5219;6836904.3501
48.9870565461,2.05978782668;"{""type"": ""Point"", ""coordinates"": [2.059787826679282, 48.98705654608487]}";389;43160;MAURECOURT;MAURECOURT;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;631187.4758;6876756.9542
48.9467969421,2.25789748266;"{""type"": ""Point"", ""coordinates"": [2.257897482662208, 48.94679694207155]}";390;47875;ARGENTEUIL;ARGENTEUIL;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;645644.2234;6872125.5748
48.9635896849,2.28593071957;"{""type"": ""Point"", ""coordinates"": [2.285930719574598, 48.96358968488127]}";392;43201;SAINT-GRATIEN;SAINT-GRATIEN;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647714.3661;6873974.0035
48.9902899964,2.16190660559;"{""type"": ""Point"", ""coordinates"": [2.161906605592157, 48.99028999637593]}";395;47603;HERBLAY;HERBLAY;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;638664.8937;6877032.3616
48.9906512533,2.26318262145;"{""type"": ""Point"", ""coordinates"": [2.263182621445491, 48.990651253264005]}";398;47920;ERMONT-HALTE;ERMONT HALTE;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646076.8322;6876998.6203
48.9727491189,2.30713703345;"{""type"": ""Point"", ""coordinates"": [2.307137033449419, 48.97274911886797]}";407;43075;ENGHIEN-LES-BAINS;ENGHIEN-LES-BAINS;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649276.0335;6874978.7186
48.9843159639,2.35340724858;"{""type"": ""Point"", ""coordinates"": [2.353407248579631, 48.98431596387903]}";410;43133;GROSLAY;GROSLAY;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;652673.8951;6876236.2646
48.7748028107,2.00656687176;"{""type"": ""Point"", ""coordinates"": [2.006566871761875, 48.77480281070146]}";420;43209;TRAPPES;TRAPPES;A01847 / A01855;;LIGNE N / LIGNE U;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626995.593;6853204.4241
48.7434839859,1.92103660004;"{""type"": ""Point"", ""coordinates"": [1.921036600039738, 48.74348398592532]}";422;47932;COIGNIERES;COIGNIÈRES;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;620663.0266;6849805.0329
48.8236532714,1.99286453238;"{""type"": ""Point"", ""coordinates"": [1.99286453237967, 48.82365327142413]}";425;43221;VILLEPREUX-LES-CLAYES;VILLEPREUX-LES-CLAYES;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626057.9803;6858648.3881
48.8932385975,1.87173847431;"{""type"": ""Point"", ""coordinates"": [1.871738474311975, 48.893238597480156]}";431;46884;MAREIL-SUR-MAULDRE;MAREIL-SUR-MAULDRE;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;617276.2572;6866505.398
48.897973449,2.12211744606;"{""type"": ""Point"", ""coordinates"": [2.122117446063669, 48.897973449024086]}";435;43237;LE VESINET-LE PECQ;LE VÉSINET-LE PECQ;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;635638.9456;6866798.6738
48.513754591,3.25003498258;"{""type"": ""Point"", ""coordinates"": [3.250034982583049, 48.51375459097528]}";439;47914;LONGUEVILLE;LONGUEVILLE;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;718466.6694;6823752.4743
48.6679019575,2.54754804856;"{""type"": ""Point"", ""coordinates"": [2.547548048561427, 48.667901957462355]}";441;45771;COMBS-LA-VILLE-QUINCY;COMBS-LA-VILLE-QUINCY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;666681.8716;6840955.2066
48.5151514533,2.5993042727;"{""type"": ""Point"", ""coordinates"": [2.599304272696128, 48.515151453264416]}";446;47967;VOSVES;VOSVES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;670406.9445;6823953.6013
48.5649494939,2.59455181602;"{""type"": ""Point"", ""coordinates"": [2.59455181602153, 48.564949493871836]}";448;42516;CESSON;CESSON;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;670084.3833;6829491.1235
48.4870763952,2.69503731381;"{""type"": ""Point"", ""coordinates"": [2.695037313814468, 48.48707639524459]}";451;43107;CHARTRETTES;CHARTRETTES;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;677465.1362;6820801.1626
48.4755230697,2.69203326394;"{""type"": ""Point"", ""coordinates"": [2.692033263941141, 48.47552306968833]}";455;47654;BOIS-LE-ROI;BOIS-LE-ROI;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;677238.1477;6819517.7672
48.3823580058,2.81595676708;"{""type"": ""Point"", ""coordinates"": [2.815956767081606, 48.38235800575609]}";458;47953;SAINT-MAMMES;SAINT-MAMMÈS;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;686373.1871;6809133.4577
48.2677581063,2.68564709266;"{""type"": ""Point"", ""coordinates"": [2.685647092656553, 48.26775810634257]}";465;43245;NEMOURS-SAINT-PIERRE;NEMOURS SAINT-PIERRE;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;676674.2128;6796426.5975
48.8715031037,2.09654825276;"{""type"": ""Point"", ""coordinates"": [2.096548252755342, 48.871503103659116]}";475;43248;MARLY-LE-ROI;MARLY-LE-ROI;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;633730.7704;6863876.5656
48.8542517026,2.13213244527;"{""type"": ""Point"", ""coordinates"": [2.13213244526608, 48.85425170259346]}";477;47790;BOUGIVAL;BOUGIVAL;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;636319.7216;6861929.1249
48.8054930338,2.16852039696;"{""type"": ""Point"", ""coordinates"": [2.168520396955385, 48.80549303375065]}";481;46689;VIROFLAY RD;Viroflay Rive Droite;A02176 / A02149;C01740 / C01794;LIGNE L / T6;Train / Tramway;1;1;0;0;1;0;0;0;0;0;0;T6;0;0;SNCF;0;1;638932.5189;6856479.104
48.6528113996,2.31273624701;"{""type"": ""Point"", ""coordinates"": [2.31273624701125, 48.65281139962026]}";489;43188;SAINTE-GENEVIEVE-DES-BOIS;SAINTE-GENEVIÈVE-DES-BOIS;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649376.3154;6839402.3495
48.6358758658,2.30683316396;"{""type"": ""Point"", ""coordinates"": [2.306833163955258, 48.635875865836724]}";490;43202;SAINT-MICHEL-SUR-ORGE;SAINT-MICHEL-SUR-ORGE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;648924.979;6837523.4224
48.6857136282,2.31762640359;"{""type"": ""Point"", ""coordinates"": [2.317626403589137, 48.68571362817147]}";492;47934;GRAVIGNY-BALIZY;GRAVIGNY BALIZY;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649768.125;6843057.0559
48.7081405864,2.23731436596;"{""type"": ""Point"", ""coordinates"": [2.237314365958948, 48.70814058635218]}";501;43175;PALAISEAU-VILLEBON;PALAISEAU VILLEBON;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;643880.3361;6845604.4539
48.7059689857,2.21226237529;"{""type"": ""Point"", ""coordinates"": [2.212262375286111, 48.705968985703706]}";502;47873;LOZERE;LOZÈRE;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;642034.621;6845381.1236
48.7082378304,2.46228224195;"{""type"": ""Point"", ""coordinates"": [2.462282241953268, 48.708237830368226]}";505;47684;MONTGERON-CROSNE;MONTGERON-CROSNE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;660433.6068;6845478.958
48.5328901041,2.29008251383;"{""type"": ""Point"", ""coordinates"": [2.290082513828219, 48.53289010414423]}";514;47905;BOURAY;BOURAY;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647587.8337;6826086.0186
