Geo Point;Geo Shape;OBJECTID;id_ref_zdl;nom_long;label;idrefliga;idrefligc;res_com;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.8444086721,2.39007511282;"{""type"": ""Point"", ""coordinates"": [2.390075112820029, 48.8444086720789]}";319;44160;MONTGALLET;Montgallet;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655237.5024;6860657.5602
48.8260549992,2.40674222317;"{""type"": ""Point"", ""coordinates"": [2.406742223173148, 48.826054999232426]}";321;43811;LIBERTE;Liberté;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656445.3486;6858607.5008
48.8296748438,2.23079959132;"{""type"": ""Point"", ""coordinates"": [2.23079959131722, 48.82967484383874]}";329;44481;PONT DE SEVRES;Pont de Sèvres;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;M9;0;0;0;RATP;0;1;643532.6156;6859121.418
48.5914608202,2.26693797126;"{""type"": ""Point"", ""coordinates"": [2.26693797125821, 48.591460820215026]}";339;47939;LA NORVILLE-SAINT-GERMAIN-LES-ARPAJON;LA NORVILLE SAINT-GERMAIN-LÈS-ARPAJON;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;645939.6008;6832612.4855
48.5510919756,2.1257072677;"{""type"": ""Point"", ""coordinates"": [2.125707267704993, 48.55109197556512]}";344;47952;SAINT-CHERON;SAINT-CHÉRON;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;635475.1031;6828231.0469
48.3416635464,2.37881544464;"{""type"": ""Point"", ""coordinates"": [2.378815444640188, 48.34166354642521]}";360;43092;BOIGNEVILLE;BOIGNEVILLE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653971.4952;6804775.4464
49.0387620448,1.58153210234;"{""type"": ""Point"", ""coordinates"": [1.581532102335018, 49.03876204475329]}";374;46984;BONNIERES;BONNIÈRES;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;596291.1765;6883029.0255
48.9973920018,1.63016762727;"{""type"": ""Point"", ""coordinates"": [1.630167627274753, 48.99739200181824]}";375;46983;ROSNY-SUR-SEINE;ROSNY-SUR-SEINE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;599766.9049;6878366.1045
48.9829797632,1.80890782598;"{""type"": ""Point"", ""coordinates"": [1.808907825980358, 48.982979763178506]}";381;43129;GARGENVILLE;GARGENVILLE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;612820.4042;6876551.4331
48.9922412813,1.84513444487;"{""type"": ""Point"", ""coordinates"": [1.845134444868707, 48.99224128129995]}";382;43137;JUZIERS;JUZIERS;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;615486.8098;6877541.8936
49.0057625368,1.90178197858;"{""type"": ""Point"", ""coordinates"": [1.901781978581044, 49.00576253681603]}";383;46897;MEULAN-HARDRICOURT;MEULAN-HARDRICOURT;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;619652.9213;6878986.2993
49.0067002768,1.91923711175;"{""type"": ""Point"", ""coordinates"": [1.919237111750072, 49.00670027684254]}";384;46902;THUN-LE-PARADIS;THUN LE PARADIS;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;620931.3088;6879072.9559
48.9802635207,2.18001238078;"{""type"": ""Point"", ""coordinates"": [2.180012380781706, 48.9802635207178]}";394;43143;LA FRETTE-MONTIGNY;LA FRETTE MONTIGNY;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;639978.3215;6875903.4835
49.0353113094,2.21024652104;"{""type"": ""Point"", ""coordinates"": [2.210246521043382, 49.03531130942031]}";403;43090;BESSANCOURT;BESSANCOURT;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642252.5611;6882002.5147
49.0454302542,2.19708767832;"{""type"": ""Point"", ""coordinates"": [2.197087678318263, 49.04543025423755]}";404;47580;FREPILLON;FRÉPILLON;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;641301.8512;6883137.5286
48.9663265448,2.31658207116;"{""type"": ""Point"", ""coordinates"": [2.316582071155699, 48.96632654484211]}";408;46470;LA BARRE-ORMESSON;LA BARRE ORMESSON;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649961.2985;6874258.4871
48.9760542531,2.33852407065;"{""type"": ""Point"", ""coordinates"": [2.33852407064514, 48.976054253130485]}";409;43119;DEUIL-MONTMAGNY;DEUIL MONTMAGNY;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;651576.8784;6875326.5542
48.2295499402,2.7039360516;"{""type"": ""Point"", ""coordinates"": [2.703936051600071, 48.22954994015179]}";412;47119;BAGNEAUX-SUR-LOING;BAGNEAUX-SUR-LOING;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;678015.3718;6792174.9016
48.7965281811,2.15237865481;"{""type"": ""Point"", ""coordinates"": [2.152378654808431, 48.796528181137056]}";415;43183;PORCHEFONTAINE;PORCHEFONTAINE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637736.3443;6855494.9687
48.8002155781,2.12904386737;"{""type"": ""Point"", ""coordinates"": [2.129043867370255, 48.80021557813597]}";416;43220;VERSAILLES CHATEAU;VERSAILLES CHATEAU;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;0;1;636026.8334;6855923.5959
48.7647760129,2.16394708452;"{""type"": ""Point"", ""coordinates"": [2.163947084521397, 48.76477601294338]}";418;43136;JOUY-EN-JOSAS;JOUY-EN-JOSAS;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;638548.714;6851955.6623
48.7553892687,1.9438351997;"{""type"": ""Point"", ""coordinates"": [1.943835199696632, 48.75538926868118]}";421;43147;LA VERRIERE;LA VERRIÈRE;A01847 / A01855;;LIGNE N / LIGNE U;Train;1;1;0;0;0;0;0;TRAIN_U;TRAIN_U;0;0;0;0;0;SNCF;1;1;622357.0278;6851105.9325
48.8677920986,2.05076784532;"{""type"": ""Point"", ""coordinates"": [2.050767845317348, 48.867792098578704]}";423;47954;SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;SAINT-NOM-LA-BRETÈCHE FORÊT DE MARLY;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;1;1;630367.922;6863503.3399
48.8900862355,2.13460087387;"{""type"": ""Point"", ""coordinates"": [2.134600873865013, 48.890086235544]}";436;53784;LE VESINET-CENTRE;LE VÉSINET-CENTRE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;636544.5064;6865911.5752
48.5555915569,3.3028712226;"{""type"": ""Point"", ""coordinates"": [3.30287122259626, 48.55559155694786]}";440;47181;PROVINS;PROVINS;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;1;1;722351.1047;6828416.8922
48.3787957617,2.89720178188;"{""type"": ""Point"", ""coordinates"": [2.897201781880238, 48.3787957616843]}";460;43144;LA GRANDE PAROISSE;LA GRANDE PAROISSE;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;692388.159;6808726.5838
48.9554022445,2.09352190295;"{""type"": ""Point"", ""coordinates"": [2.093521902945918, 48.95540224454143]}";473;47915;ACHERES-GRAND-CORMIER;ACHÈRES GRAND CORMIER;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;633615.8946;6873208.1444
48.6589754229,2.4152068427;"{""type"": ""Point"", ""coordinates"": [2.415206842697842, 48.65897542293725]}";484;47948;RIS-ORANGIS;RIS-ORANGIS;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656929.2002;6840026.8223
48.6763813235,2.3332494626;"{""type"": ""Point"", ""coordinates"": [2.333249462599634, 48.67638132350427]}";491;47945;PETIT-VAUX;PETIT VAUX;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650909.4038;6842009.7213
48.636351368,2.40779628345;"{""type"": ""Point"", ""coordinates"": [2.407796283449459, 48.636351367987935]}";496;48489;ORANGIS-BOIS DE L'EPINE;ORANGIS BOIS DE L'ÉPINE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656364.5492;6837515.7346
48.7347165868,2.2734834644;"{""type"": ""Point"", ""coordinates"": [2.273483464396532, 48.73471658680022]}";497;47940;MASSY-VERRIERES;MASSY VERRIÈRES;A01857 / A01840;;RER B / RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;646568.8267;6848534.0001
48.6997324357,2.50607815319;"{""type"": ""Point"", ""coordinates"": [2.506078153186697, 48.69973243570267]}";507;58873;BRUNOY;BRUNOY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;663650.2423;6844512.294
48.4936445785,2.19458169917;"{""type"": ""Point"", ""coordinates"": [2.194581699172115, 48.49364457848749]}";517;43081;ETRECHY;ÉTRÉCHY;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640492.8805;6821791.2596
48.834288898,2.47168124122;"{""type"": ""Point"", ""coordinates"": [2.471681241217853, 48.834288897990824]}";519;47886;NOGENT-SUR-MARNE;NOGENT-SUR-MARNE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;661218.9659;6859489.168
48.8393419419,2.49418805532;"{""type"": ""Point"", ""coordinates"": [2.494188055319933, 48.83934194187823]}";530;46552;NOGENT-LE-PERREUX;NOGENT LE PERREUX;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;662874.6459;6860040.2014
48.8543530972,2.48913730642;"{""type"": ""Point"", ""coordinates"": [2.489137306418753, 48.85435309723006]}";531;47900;VAL-DE-FONTENAY;VAL DE FONTENAY;A01856 / A01843;;RER A / RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;662514.7373;6861711.704
48.8823040066,2.48142125733;"{""type"": ""Point"", ""coordinates"": [2.481421257327277, 48.882304006648646]}";535;42356;ROSNY-BOIS-PERRIER;ROSNY BOIS PERRIER;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;661968.9811;6864823.3623
48.8890765947,2.51256682146;"{""type"": ""Point"", ""coordinates"": [2.512566821462172, 48.88907659470565]}";536;47901;LE RAINCY-VILLEMOMBLE-MONTFERMEIL;LE RAINCY VILLEMOMBLE MONTFERMEIL;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;664257.7228;6865561.8955
48.8002094001,2.40271281716;"{""type"": ""Point"", ""coordinates"": [2.402712817160934, 48.80020940014326]}";539;46375;VITRY-SUR-SEINE;VITRY-SUR-SEINE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656127.7934;6855736.023
48.7825054355,2.4095416551;"{""type"": ""Point"", ""coordinates"": [2.409541655099438, 48.7825054354935]}";540;43227;LES ARDOINES;LES ARDOINES;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656614.6593;6853763.8273
48.8981123054,2.40036170181;"{""type"": ""Point"", ""coordinates"": [2.400361701805578, 48.898112305374276]}";544;43176;PANTIN;PANTIN;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656037.7705;6866623.2614
48.8717141866,2.22102954777;"{""type"": ""Point"", ""coordinates"": [2.221029547771897, 48.87171418664251]}";547;43205;SURESNES-MONT VALERIEN;SURESNES MONT VALÉRIEN;A02176 / A01855;;LIGNE L / LIGNE U;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642861.5289;6863802.7622
48.8125717163,2.18825985865;"{""type"": ""Point"", ""coordinates"": [2.188259858652606, 48.81257171626912]}";550;43241;CHAVILLE RIVE DROITE;CHAVILLE RIVE DROITE;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640390.3103;6857251.0584
48.8366433163,2.15269740303;"{""type"": ""Point"", ""coordinates"": [2.152697403030118, 48.83664331625266]}";551;43216;VAUCRESSON;VAUCRESSON;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637807.6193;6859954.9041
48.8957453121,2.22321296703;"{""type"": ""Point"", ""coordinates"": [2.223212967029377, 48.89574531209785]}";554;43169;NANTERRE-PREFECTURE;NANTERRE PRÉFECTURE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;643047.9675;6866473.2621
48.909632934,2.23968411711;"{""type"": ""Point"", ""coordinates"": [2.239684117114479, 48.90963293402525]}";555;47412;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;644270.4218;6868005.7355
48.9310542278,2.26060231561;"{""type"": ""Point"", ""coordinates"": [2.260602315611258, 48.93105422782213]}";560;43236;LE STADE;LE STADE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;645825.9422;6870373.15
48.9441810651,2.56644801561;"{""type"": ""Point"", ""coordinates"": [2.566448015605313, 48.94418106507052]}";571;46222;VERT-GALANT;VERT GALANT;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;668242.3007;6871666.4392
48.7398306985,2.42639982184;"{""type"": ""Point"", ""coordinates"": [2.426399821844424, 48.73983069854366]}";579;46307;VILLENEUVE-LE-ROI;VILLENEUVE-LE-ROI;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657818.8643;6849010.005
48.7255353058,2.41956502574;"{""type"": ""Point"", ""coordinates"": [2.419565025737392, 48.725535305767174]}";580;46387;ABLON;ABLON;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657304.5761;6847424.3179
48.8699501349,2.78222672345;"{""type"": ""Point"", ""coordinates"": [2.782226723449037, 48.869950134939806]}";590;43239;CHESSY - MARNE-LA-VALLEE;CHESSY - MARNE-LA-VALLÉE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;RATP;1;1;684025.274;6863346.7947
48.8809135256,2.35883323564;"{""type"": ""Point"", ""coordinates"": [2.358833235643492, 48.880913525649675]}";594;58572;MAGENTA;MAGENTA;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;652977.6643;6864734.7704
48.8316965931,2.28147044408;"{""type"": ""Point"", ""coordinates"": [2.281470444083867, 48.83169659310699]}";606;45356;PORTE D'ISSY;Porte d'Issy;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;647254.3274;6859311.1698
48.8846809737,2.34266003734;"{""type"": ""Point"", ""coordinates"": [2.342660037336351, 48.884680973727825]}";610;45559;FUNICULAIRE MONTMARTRE STATION BASSE;Funiculaire Montmartre Station Basse;A01548;C01385;FUNICULAIR;Navette;0;0;0;0;0;1;1;0;0;0;0;0;FUNICULAIR;FUNICULAIR;RATP;0;1;651795.0575;6865163.4399
48.9250943511,1.44379093871;"{""type"": ""Point"", ""coordinates"": [1.443790938714627, 48.92509435108641]}";613;411362;BUEIL;BUEIL;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;585972.6058;6870580.4302
48.0851844953,3.28625649812;"{""type"": ""Point"", ""coordinates"": [3.286256498120253, 48.08518449534472]}";629;411476;VILLENEUVE-SUR-YONNE;VILLENEUVE-SUR-YONNE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;721314.5284;6776128.4659
47.961118247,3.51433646502;"{""type"": ""Point"", ""coordinates"": [3.514336465015476, 47.96111824702738]}";633;411479;LAROCHE-MIGENNES;LAROCHE MIGENNES;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;738386.8735;6762428.1397
48.0734070101,1.3384347632;"{""type"": ""Point"", ""coordinates"": [1.338434763204049, 48.073407010107516]}";635;411443;CHATEAUDUN;CHATEAUDUN;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;576261.9302;6776082.9501
49.0451694603,2.32291784623;"{""type"": ""Point"", ""coordinates"": [2.322917846227108, 49.04516946027619]}";639;47517;BOUFFEMONT-MOISSELLES;BOUFFÉMONT MOISSELLES;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650500.3654;6883022.3168
48.9937771478,2.41618749165;"{""type"": ""Point"", ""coordinates"": [2.416187491649716, 48.99377714780517]}";641;43222;VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;VILLIERS-LE-BEL GONESSE ARNOUVILLE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657276.6644;6877252.6001
49.0331827681,2.47803336649;"{""type"": ""Point"", ""coordinates"": [2.478033366491635, 49.03318276813803]}";643;47968;LES NOUES;LES NOUES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;661831.4374;6881603.1593
49.0984002652,2.36127055658;"{""type"": ""Point"", ""coordinates"": [2.361270556577048, 49.098400265181404]}";649;47524;BELLOY-SAINT-MARTIN;BELLOY SAINT-MARTIN;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653352.0528;6888918.9527
49.1171321315,2.42010703417;"{""type"": ""Point"", ""coordinates"": [2.420107034171445, 49.117132131476644]}";652;47528;LUZARCHES;LUZARCHES;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;SNCF;1;1;657664.2411;6890969.1213
48.7433734057,2.29639316293;"{""type"": ""Point"", ""coordinates"": [2.296393162927278, 48.743373405650914]}";682;43124;FONTAINE-MICHALON;FONTAINE MICHALON;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648262.2362;6849481.1994
48.7396810434,2.28766749681;"{""type"": ""Point"", ""coordinates"": [2.287667496810607, 48.73968104343802]}";684;43228;LES BACONNETS;LES BACONNETS;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647616.9326;6849076.4382
48.9766656914,2.37741967331;"{""type"": ""Point"", ""coordinates"": [2.377419673310627, 48.976665691445696]}";709;43013;LES FLANADES;Les Flanades;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654424.6931;6875371.3973
48.9658555744,2.36357222397;"{""type"": ""Point"", ""coordinates"": [2.363572223970632, 48.96585557438446]}";713;46345;ALCIDE D'ORBIGNY;Alcide d'Orbigny;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653401.3384;6874177.3599
48.9448189327,2.35700635511;"{""type"": ""Point"", ""coordinates"": [2.357006355105467, 48.944818932664724]}";719;50681;ROGER SEMAT;Roger Semat;A01760;C01684;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;652901.5526;6871841.9509
48.7789363931,2.3674058645;"{""type"": ""Point"", ""coordinates"": [2.367405864497285, 48.77893639308638]}";728;42882;DOMAINE CHERIOUX;Domaine Chérioux;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653515.5161;6853390.9843
48.7595735353,2.36639800004;"{""type"": ""Point"", ""coordinates"": [2.366398000043218, 48.75957353526182]}";732;47421;PORTE DE THIAIS;Porte de Thiais;A02134;C01774;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653424.1827;6851238.7609
48.7712660381,2.43530633971;"{""type"": ""Point"", ""coordinates"": [2.435306339706322, 48.77126603812105]}";735;46286;CRETEIL POMPADOUR;Créteil Pompadour;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;658498.8113;6852500.3354
48.0070317015,2.74303831268;"{""type"": ""Point"", ""coordinates"": [2.743038312684583, 48.00703170146825]}";737;411482;MONTARGIS;MONTARGIS;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;TRAIN_R;TRAIN_R;0;0;0;0;0;SNCF;0;0;680838.4796;6767436.2474
49.0961208107,2.74468620744;"{""type"": ""Point"", ""coordinates"": [2.744686207437996, 49.09612081072148]}";753;411405;LE PLESSIS-BELLEVILLE;LE PLESSIS BELLEVILLE;A02175;C01738;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;681352.8292;6888506.9087
49.0379489417,3.40959736125;"{""type"": ""Point"", ""coordinates"": [3.409597361250414, 49.037948941674884]}";757;411378;CHATEAU-THIERRY;CHATEAU THIERRY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;0;0;729948.9471;6882084.745
48.9349758267,2.32679331227;"{""type"": ""Point"", ""coordinates"": [2.32679331226622, 48.93497582668585]}";761;47355;LA NOUE;La Noue;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;650679.207;6870765.8475
48.9596759565,2.34273416795;"{""type"": ""Point"", ""coordinates"": [2.342734167947138, 48.95967595649619]}";764;59332;VILLETANEUSE-UNIVERSITE;Villetaneuse-Université;A02150 / A02225;C01795 / C01999;T8 / T11;Tramway;0;0;0;0;1;0;0;0;0;0;0;T8;0;0;RATP/SNCF;1;1;651869.9095;6873502.6727
48.8071698468,2.29409124432;"{""type"": ""Point"", ""coordinates"": [2.294091244318828, 48.807169846835585]}";778;59202;VAUBAN;Vauban;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;648156.3877;6856575.7611
48.7998873832,2.28195132017;"{""type"": ""Point"", ""coordinates"": [2.281951320169447, 48.79988738317761]}";780;59179;PARC ANDRE MALRAUX;Parc André Malraux;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;647257.464;6855774.0984
48.7867161822,2.25450215204;"{""type"": ""Point"", ""coordinates"": [2.254502152039991, 48.78671618223311]}";783;47746;HOPITAL BECLERE;Hôpital Béclère;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;645227.484;6854328.3593
48.7835009757,2.23098355894;"{""type"": ""Point"", ""coordinates"": [2.230983558938872, 48.78350097570413]}";787;59147;GEORGES MILLANDY;Georges Millandy;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;643496.1203;6853987.4551
48.7819866725,2.18049375093;"{""type"": ""Point"", ""coordinates"": [2.180493750928926, 48.781986672500096]}";794;43501;L'ONDE;L'Onde;A02149;C01794;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;639784.7373;6853856.4077
48.9027680256,2.23954203632;"{""type"": ""Point"", ""coordinates"": [2.239542036316633, 48.90276802556297]}";801;43729;LES FAUVELLES;Les Fauvelles;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;644252.6562;6867242.4932
48.9108025897,2.23398860143;"{""type"": ""Point"", ""coordinates"": [2.233988601425482, 48.910802589745394]}";803;58495;JACQUELINE AURIOL;Jacqueline Auriol;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;643854.2271;6868139.8304
48.9140476807,2.22957161329;"{""type"": ""Point"", ""coordinates"": [2.229571613287508, 48.91404768066785]}";804;58494;VICTOR BASCH;Victor Basch;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;643534.0094;6868503.8192
48.8243283105,2.37758367265;"{""type"": ""Point"", ""coordinates"": [2.37758367265078, 48.82432831049085]}";813;58493;MARYSE BASTIE;Maryse Bastié;A01193;C01391;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654303.1725;6858431.9917
48.8987339907,2.38053703549;"{""type"": ""Point"", ""coordinates"": [2.380537035488633, 48.89873399065293]}";818;45596;CANAL SAINT-DENIS;Canal Saint-Denis;A01757;C01679;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654584.9051;6866703.61
48.7987076352,2.07184700048;"{""type"": ""Point"", ""coordinates"": [2.071847000484295, 48.798707635246046]}";822;46990;SAINT-CYR;SAINT-CYR;A01847 / A01855 / A01840;C01736 / C01741 / C01727;LIGNE N / LIGNE U / RER C;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;631823.8458;6855803.8011
48.7952802463,2.13605048966;"{""type"": ""Point"", ""coordinates"": [2.136050489663707, 48.79528024627205]}";823;43219;VERSAILLES-CHANTIERS;VERSAILLES-CHANTIERS;A01847 / A01855 / A01840;C01736 / C01741 / C01727;LIGNE N / LIGNE U / RER C;Train / RER;1;1;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;636535.4568;6855369.2195
48.9333260591,2.30773181899;"{""type"": ""Point"", ""coordinates"": [2.307731818986234, 48.93332605913557]}";828;43130;GENNEVILLIERS;GENNEVILLIERS;A01840 / A01191;C01727 / C01389;RER C / T1;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;649281.1416;6870594.4702
48.9360306059,2.34527468468;"{""type"": ""Point"", ""coordinates"": [2.345274684679064, 48.93603060594016]}";829;43197;SAINT-DENIS;SAINT-DENIS;A01849 / A01842 / A01191 / A02150;C01737 / C01728 / C01389 / C01795;LIGNE H / RER D / T1 / T8;Train / RER / Tramway;1;1;1;0;1;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;652034.1393;6870871.7529
